No,因縁名,因縁種類,因子1,因子2,因子3,効果サイズ,効果元表記,対象ステータス,係数カテゴリ,因縁係数,全体倍率,実効係数,因縁値式,陣形補正式,最終式
38,勇将の絆,固有因縁,勇将,勇将,勇将,,0.98%,耐久力,陣法説明(6).xlsx,0.0098,1,0.0098,耐久力=配置6人耐久力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
39,女傑の絆,固有因縁,女傑,女傑,女傑,,0.70%,生命,陣法説明(6).xlsx,0.007,1,0.007,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
39,女傑の絆,固有因縁,女傑,女傑,女傑,,0.98%,腕力,陣法説明(6).xlsx,0.0098,1,0.0098,腕力=配置6人腕力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
39,女傑の絆,固有因縁,女傑,女傑,女傑,,0.98%,魅力,陣法説明(6).xlsx,0.0098,1,0.0098,魅力=配置6人魅力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
40,内助の功の絆,固有因縁,内助の功,内助の功,内助の功,,0.70%,生命,陣法説明(6).xlsx,0.007,1,0.007,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
40,内助の功の絆,固有因縁,内助の功,内助の功,内助の功,,0.98%,知力,陣法説明(6).xlsx,0.0098,1,0.0098,知力=配置6人知力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
40,内助の功の絆,固有因縁,内助の功,内助の功,内助の功,,0.98%,魅力,陣法説明(6).xlsx,0.0098,1,0.0098,魅力=配置6人魅力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
41,長寿の絆,固有因縁,長寿,長寿,長寿,,0.70%,生命,陣法説明(6).xlsx,0.007,1,0.007,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
41,長寿の絆,固有因縁,長寿,長寿,長寿,,1.35%,気合,陣法説明(6).xlsx,0.0135,1,0.0135,気合=配置6人気合合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
41,長寿の絆,固有因縁,長寿,長寿,長寿,,0.98%,耐久力,陣法説明(6).xlsx,0.0098,1,0.0098,耐久力=配置6人耐久力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
42,文化人の絆,固有因縁,文化人,文化人,文化人,,0.70%,生命,陣法説明(6).xlsx,0.007,1,0.007,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
42,文化人の絆,固有因縁,文化人,文化人,文化人,,0.98%,器用さ,陣法説明(6).xlsx,0.0098,1,0.0098,器用さ=配置6人器用さ合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
42,文化人の絆,固有因縁,文化人,文化人,文化人,,0.98%,土属性,陣法説明(6).xlsx,0.0098,1,0.0098,土属性=配置6人土属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
42,文化人の絆,固有因縁,文化人,文化人,文化人,,0.98%,水属性,陣法説明(6).xlsx,0.0098,1,0.0098,水属性=配置6人水属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
42,文化人の絆,固有因縁,文化人,文化人,文化人,,0.98%,火属性,陣法説明(6).xlsx,0.0098,1,0.0098,火属性=配置6人火属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
42,文化人の絆,固有因縁,文化人,文化人,文化人,,0.98%,風属性,陣法説明(6).xlsx,0.0098,1,0.0098,風属性=配置6人風属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
43,猛将の絆,固有因縁,猛将,猛将,猛将,,0.70%,生命,陣法説明(6).xlsx,0.007,1,0.007,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
43,猛将の絆,固有因縁,猛将,猛将,猛将,,1.35%,気合,陣法説明(6).xlsx,0.0135,1,0.0135,気合=配置6人気合合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
43,猛将の絆,固有因縁,猛将,猛将,猛将,,0.98%,腕力,陣法説明(6).xlsx,0.0098,1,0.0098,腕力=配置6人腕力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
44,外交官の絆,固有因縁,外交官,外交官,外交官,,0.70%,生命,陣法説明(6).xlsx,0.007,1,0.007,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
44,外交官の絆,固有因縁,外交官,外交官,外交官,,0.98%,器用さ,陣法説明(6).xlsx,0.0098,1,0.0098,器用さ=配置6人器用さ合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
44,外交官の絆,固有因縁,外交官,外交官,外交官,,0.98%,魅力,陣法説明(6).xlsx,0.0098,1,0.0098,魅力=配置6人魅力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
45,洒落者の絆,固有因縁,洒落者,洒落者,洒落者,,0.70%,生命,陣法説明(6).xlsx,0.007,1,0.007,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
45,洒落者の絆,固有因縁,洒落者,洒落者,洒落者,,0.98%,魅力,陣法説明(6).xlsx,0.0098,1,0.0098,魅力=配置6人魅力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
45,洒落者の絆,固有因縁,洒落者,洒落者,洒落者,,0.98%,土属性,陣法説明(6).xlsx,0.0098,1,0.0098,土属性=配置6人土属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
45,洒落者の絆,固有因縁,洒落者,洒落者,洒落者,,0.98%,水属性,陣法説明(6).xlsx,0.0098,1,0.0098,水属性=配置6人水属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
45,洒落者の絆,固有因縁,洒落者,洒落者,洒落者,,0.98%,火属性,陣法説明(6).xlsx,0.0098,1,0.0098,火属性=配置6人火属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
45,洒落者の絆,固有因縁,洒落者,洒落者,洒落者,,0.98%,風属性,陣法説明(6).xlsx,0.0098,1,0.0098,風属性=配置6人風属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
46,鬼の絆,固有因縁,鬼,鬼,鬼,,0.70%,生命,陣法説明(6).xlsx,0.007,1,0.007,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
46,鬼の絆,固有因縁,鬼,鬼,鬼,,0.98%,腕力,陣法説明(6).xlsx,0.0098,1,0.0098,腕力=配置6人腕力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
46,鬼の絆,固有因縁,鬼,鬼,鬼,,0.98%,耐久力,陣法説明(6).xlsx,0.0098,1,0.0098,耐久力=配置6人耐久力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
54,もののふ,特殊因縁,勇将,猛将,鬼,,0.70%,生命,陣法説明(6).xlsx,0.007,1,0.007,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
54,もののふ,特殊因縁,勇将,猛将,鬼,,0.98%,腕力,陣法説明(6).xlsx,0.0098,1,0.0098,腕力=配置6人腕力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
54,もののふ,特殊因縁,勇将,猛将,鬼,,0.48%,耐久力,陣法説明(6).xlsx,0.0048,1,0.0048,耐久力=配置6人耐久力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
54,もののふ,特殊因縁,勇将,猛将,鬼,,0.48%,器用さ,陣法説明(6).xlsx,0.0048,1,0.0048,器用さ=配置6人器用さ合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
55,立役者,特殊因縁,知将,外交官,名臣,,0.70%,生命,陣法説明(6).xlsx,0.007,1,0.007,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
55,立役者,特殊因縁,知将,外交官,名臣,,0.98%,知力,陣法説明(6).xlsx,0.0098,1,0.0098,知力=配置6人知力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
55,立役者,特殊因縁,知将,外交官,名臣,,0.48%,魅力,陣法説明(6).xlsx,0.0048,1,0.0048,魅力=配置6人魅力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
55,立役者,特殊因縁,知将,外交官,名臣,,0.48%,土属性,陣法説明(6).xlsx,0.0048,1,0.0048,土属性=配置6人土属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
55,立役者,特殊因縁,知将,外交官,名臣,,0.48%,水属性,陣法説明(6).xlsx,0.0048,1,0.0048,水属性=配置6人水属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
55,立役者,特殊因縁,知将,外交官,名臣,,0.48%,火属性,陣法説明(6).xlsx,0.0048,1,0.0048,火属性=配置6人火属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
55,立役者,特殊因縁,知将,外交官,名臣,,0.48%,風属性,陣法説明(6).xlsx,0.0048,1,0.0048,風属性=配置6人風属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
56,謀略家,特殊因縁,知将,野心家,世渡り上手,,0.70%,生命,陣法説明(6).xlsx,0.007,1,0.007,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
56,謀略家,特殊因縁,知将,野心家,世渡り上手,,0.48%,腕力,陣法説明(6).xlsx,0.0048,1,0.0048,腕力=配置6人腕力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
56,謀略家,特殊因縁,知将,野心家,世渡り上手,,0.98%,知力,陣法説明(6).xlsx,0.0098,1,0.0098,知力=配置6人知力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
56,謀略家,特殊因縁,知将,野心家,世渡り上手,,0.48%,土属性,陣法説明(6).xlsx,0.0048,1,0.0048,土属性=配置6人土属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
56,謀略家,特殊因縁,知将,野心家,世渡り上手,,0.48%,水属性,陣法説明(6).xlsx,0.0048,1,0.0048,水属性=配置6人水属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
56,謀略家,特殊因縁,知将,野心家,世渡り上手,,0.48%,火属性,陣法説明(6).xlsx,0.0048,1,0.0048,火属性=配置6人火属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
56,謀略家,特殊因縁,知将,野心家,世渡り上手,,0.48%,風属性,陣法説明(6).xlsx,0.0048,1,0.0048,風属性=配置6人風属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
57,戦場の華,特殊因縁,女傑,猛将,洒落者,,0.70%,生命,陣法説明(6).xlsx,0.007,1,0.007,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
57,戦場の華,特殊因縁,女傑,猛将,洒落者,,0.48%,腕力,陣法説明(6).xlsx,0.0048,1,0.0048,腕力=配置6人腕力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
57,戦場の華,特殊因縁,女傑,猛将,洒落者,,0.48%,知力,陣法説明(6).xlsx,0.0048,1,0.0048,知力=配置6人知力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
57,戦場の華,特殊因縁,女傑,猛将,洒落者,,0.98%,魅力,陣法説明(6).xlsx,0.0098,1,0.0098,魅力=配置6人魅力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
58,影の者,特殊因縁,忍び,内助の功,世渡り上手,,0.70%,生命,陣法説明(6).xlsx,0.007,1,0.007,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
58,影の者,特殊因縁,忍び,内助の功,世渡り上手,,0.68%,気合,陣法説明(6).xlsx,0.0068,1,0.0068,気合=配置6人気合合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
58,影の者,特殊因縁,忍び,内助の功,世渡り上手,,0.98%,器用さ,陣法説明(6).xlsx,0.0098,1,0.0098,器用さ=配置6人器用さ合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
58,影の者,特殊因縁,忍び,内助の功,世渡り上手,,0.48%,魅力,陣法説明(6).xlsx,0.0048,1,0.0048,魅力=配置6人魅力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
59,文明開化,特殊因縁,文化人,外交官,洒落者,,0.70%,生命,陣法説明(6).xlsx,0.007,1,0.007,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
59,文明開化,特殊因縁,文化人,外交官,洒落者,,0.66%,知力,陣法説明(6).xlsx,0.0066,1,0.0066,知力=配置6人知力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
59,文明開化,特殊因縁,文化人,外交官,洒落者,,0.66%,魅力,陣法説明(6).xlsx,0.0066,1,0.0066,魅力=配置6人魅力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
59,文明開化,特殊因縁,文化人,外交官,洒落者,,0.66%,土属性,陣法説明(6).xlsx,0.0066,1,0.0066,土属性=配置6人土属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
59,文明開化,特殊因縁,文化人,外交官,洒落者,,0.66%,水属性,陣法説明(6).xlsx,0.0066,1,0.0066,水属性=配置6人水属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
59,文明開化,特殊因縁,文化人,外交官,洒落者,,0.66%,火属性,陣法説明(6).xlsx,0.0066,1,0.0066,火属性=配置6人火属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
59,文明開化,特殊因縁,文化人,外交官,洒落者,,0.66%,風属性,陣法説明(6).xlsx,0.0066,1,0.0066,風属性=配置6人風属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
60,豪傑,特殊因縁,女傑,剣豪,鬼,,0.70%,生命,陣法説明(6).xlsx,0.007,1,0.007,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
60,豪傑,特殊因縁,女傑,剣豪,鬼,,0.68%,気合,陣法説明(6).xlsx,0.0068,1,0.0068,気合=配置6人気合合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
60,豪傑,特殊因縁,女傑,剣豪,鬼,,0.98%,腕力,陣法説明(6).xlsx,0.0098,1,0.0098,腕力=配置6人腕力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
60,豪傑,特殊因縁,女傑,剣豪,鬼,,0.48%,器用さ,陣法説明(6).xlsx,0.0048,1,0.0048,器用さ=配置6人器用さ合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
61,奇襲,特殊因縁,飛道具使い,忍び,剣豪,,0.70%,生命,陣法説明(6).xlsx,0.007,1,0.007,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
61,奇襲,特殊因縁,飛道具使い,忍び,剣豪,,0.48%,腕力,陣法説明(6).xlsx,0.0048,1,0.0048,腕力=配置6人腕力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
61,奇襲,特殊因縁,飛道具使い,忍び,剣豪,,0.98%,器用さ,陣法説明(6).xlsx,0.0098,1,0.0098,器用さ=配置6人器用さ合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
61,奇襲,特殊因縁,飛道具使い,忍び,剣豪,,0.48%,土属性,陣法説明(6).xlsx,0.0048,1,0.0048,土属性=配置6人土属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
61,奇襲,特殊因縁,飛道具使い,忍び,剣豪,,0.48%,水属性,陣法説明(6).xlsx,0.0048,1,0.0048,水属性=配置6人水属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
61,奇襲,特殊因縁,飛道具使い,忍び,剣豪,,0.48%,火属性,陣法説明(6).xlsx,0.0048,1,0.0048,火属性=配置6人火属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
61,奇襲,特殊因縁,飛道具使い,忍び,剣豪,,0.48%,風属性,陣法説明(6).xlsx,0.0048,1,0.0048,風属性=配置6人風属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
62,健康第一,特殊因縁,長寿,神仏の徒,内助の功,,0.70%,生命,陣法説明(6).xlsx,0.007,1,0.007,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
62,健康第一,特殊因縁,長寿,神仏の徒,内助の功,,0.90%,気合,陣法説明(6).xlsx,0.009,1,0.009,気合=配置6人気合合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
62,健康第一,特殊因縁,長寿,神仏の徒,内助の功,,0.66%,耐久力,陣法説明(6).xlsx,0.0066,1,0.0066,耐久力=配置6人耐久力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
62,健康第一,特殊因縁,長寿,神仏の徒,内助の功,,0.66%,知力,陣法説明(6).xlsx,0.0066,1,0.0066,知力=配置6人知力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
65,一気呵成,特殊因縁,宿将,鬼,忍び,,0.70%,生命,陣法説明(6).xlsx,0.007,1,0.007,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
65,一気呵成,特殊因縁,宿将,鬼,忍び,,1.32%,腕力,陣法説明(6).xlsx,0.0132,1,0.0132,腕力=配置6人腕力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
65,一気呵成,特殊因縁,宿将,鬼,忍び,,0.50%,器用さ,陣法説明(6).xlsx,0.005,1,0.005,器用さ=配置6人器用さ合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
65,一気呵成,特殊因縁,宿将,鬼,忍び,,0.50%,魅力,陣法説明(6).xlsx,0.005,1,0.005,魅力=配置6人魅力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
66,泰然自若,特殊因縁,根性,勇将,長寿,,0.70%,生命,陣法説明(6).xlsx,0.007,1,0.007,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
66,泰然自若,特殊因縁,根性,勇将,長寿,,1.32%,耐久力,陣法説明(6).xlsx,0.0132,1,0.0132,耐久力=配置6人耐久力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
66,泰然自若,特殊因縁,根性,勇将,長寿,,0.50%,魅力,陣法説明(6).xlsx,0.005,1,0.005,魅力=配置6人魅力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
66,泰然自若,特殊因縁,根性,勇将,長寿,,0.50%,土属性,陣法説明(6).xlsx,0.005,1,0.005,土属性=配置6人土属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
66,泰然自若,特殊因縁,根性,勇将,長寿,,0.50%,水属性,陣法説明(6).xlsx,0.005,1,0.005,水属性=配置6人水属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
66,泰然自若,特殊因縁,根性,勇将,長寿,,0.50%,火属性,陣法説明(6).xlsx,0.005,1,0.005,火属性=配置6人火属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
66,泰然自若,特殊因縁,根性,勇将,長寿,,0.50%,風属性,陣法説明(6).xlsx,0.005,1,0.005,風属性=配置6人風属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
67,技巧伝承,特殊因縁,才腕,文化人,外交官,,0.70%,生命,陣法説明(6).xlsx,0.007,1,0.007,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
67,技巧伝承,特殊因縁,才腕,文化人,外交官,,1.32%,器用さ,陣法説明(6).xlsx,0.0132,1,0.0132,器用さ=配置6人器用さ合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
67,技巧伝承,特殊因縁,才腕,文化人,外交官,,0.50%,魅力,陣法説明(6).xlsx,0.005,1,0.005,魅力=配置6人魅力合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
67,技巧伝承,特殊因縁,才腕,文化人,外交官,,0.50%,土属性,陣法説明(6).xlsx,0.005,1,0.005,土属性=配置6人土属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
67,技巧伝承,特殊因縁,才腕,文化人,外交官,,0.50%,水属性,陣法説明(6).xlsx,0.005,1,0.005,水属性=配置6人水属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
67,技巧伝承,特殊因縁,才腕,文化人,外交官,,0.50%,火属性,陣法説明(6).xlsx,0.005,1,0.005,火属性=配置6人火属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
67,技巧伝承,特殊因縁,才腕,文化人,外交官,,0.50%,風属性,陣法説明(6).xlsx,0.005,1,0.005,風属性=配置6人風属性合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
68,才気煥発,特殊因縁,明敏,野心家,神仏の徒,,0.70%,生命,陣法説明(6).xlsx,0.007,1,0.007,生命=配置6人生命合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
68,才気煥発,特殊因縁,明敏,野心家,神仏の徒,,0.68%,気合,陣法説明(6).xlsx,0.0068,1,0.0068,気合=配置6人気合合計×因縁倍率,陣形値=因縁値合算×陣形倍率,Σ floor(配置6人合計×因縁倍率)→floor(因縁合算×陣形倍率)
