result_id,eiketsu_position_key,eiketsu_set_key,bond_set_key,eiketsu_ids,bond_ids,bond_count,生命,気合,腕力,耐久力,器用さ,知力,魅力,土属性,水属性,火属性,風属性,登録元,備考
889,65584396|39357702|79035763|65288117|62167859|46105657,39357702|46105657|62167859|65288117|65584396|79035763,70072982|618096012|1539411415|2526487543|2918637613|3244390646|3337786097|4101920554,65584396|39357702|79035763|65288117|62167859|46105657,1539411415|4101920554|618096012|2918637613|3337786097|2526487543|3244390646|70072982,8,11703,1119,684,141,625,277,590,392,415,424,372,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
890,65584396|39357702|79035763|65288117|20000021|46105657,20000021|39357702|46105657|65288117|65584396|79035763,70072982|618096012|1539411415|2526487543|2918637613|3244390646|3337786097|4101920554,65584396|39357702|79035763|65288117|20000021|46105657,1539411415|4101920554|618096012|2918637613|3337786097|2526487543|3244390646|70072982,8,11962,1119,675,150,598,264,604,388,417,436,368,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
891,65584396|39357702|79035763|48868869|77317269|54667794,39357702|48868869|54667794|65584396|77317269|79035763,70072982|618096012|881523760|1539411415|2526487543|2918637613|3244390646|4101920554,65584396|39357702|79035763|48868869|77317269|54667794,1539411415|4101920554|618096012|2918637613|881523760|2526487543|3244390646|70072982,8,11373,1050,773,127,442,385,524,210,223,197,174,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
892,65584396|39357702|79035763|48868869|62167859|46105657,39357702|46105657|48868869|62167859|65584396|79035763,70072982|618096012|1539411415|2526487543|2918637613|3244390646|3337786097|4101920554,65584396|39357702|79035763|48868869|62167859|46105657,1539411415|4101920554|618096012|2918637613|3337786097|2526487543|3244390646|70072982,8,11839,1085,672,137,611,274,550,362,386,372,346,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
893,65584396|39357702|79035763|48868869|20000021|46105657,20000021|39357702|46105657|48868869|65584396|79035763,70072982|618096012|1539411415|2526487543|2918637613|3244390646|3337786097|4101920554,65584396|39357702|79035763|48868869|20000021|46105657,1539411415|4101920554|618096012|2918637613|3337786097|2526487543|3244390646|70072982,8,12097,1085,663,146,583,261,564,358,388,384,342,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
894,65584396|39357702|79035763|94122718|77317269|54667794,39357702|54667794|65584396|77317269|79035763|94122718,70072982|618096012|881523760|1539411415|2526487543|2918637613|3244390646|4101920554,65584396|39357702|79035763|94122718|77317269|54667794,1539411415|4101920554|618096012|2918637613|881523760|2526487543|3244390646|70072982,8,10402,985,728,120,395,345,501,197,206,182,165,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
895,65584396|39357702|79035763|94122718|62167859|46105657,39357702|46105657|62167859|65584396|79035763|94122718,70072982|618096012|1539411415|2526487543|2918637613|3244390646|3337786097|4101920554,65584396|39357702|79035763|94122718|62167859|46105657,1539411415|4101920554|618096012|2918637613|3337786097|2526487543|3244390646|70072982,8,10868,1020,637,129,558,247,527,343,361,350,331,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
896,65584396|39357702|79035763|94122718|20000021|46105657,20000021|39357702|46105657|65584396|79035763|94122718,70072982|618096012|1539411415|2526487543|2918637613|3244390646|3337786097|4101920554,65584396|39357702|79035763|94122718|20000021|46105657,1539411415|4101920554|618096012|2918637613|3337786097|2526487543|3244390646|70072982,8,11126,1020,628,138,531,234,541,339,363,362,327,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
897,65584396|39357702|79035763|73744347|77317269|54667794,39357702|54667794|65584396|73744347|77317269|79035763,70072982|618096012|881523760|1539411415|2526487543|2918637613|3244390646|4101920554,65584396|39357702|79035763|73744347|77317269|54667794,1539411415|4101920554|618096012|2918637613|881523760|2526487543|3244390646|70072982,8,11212,1026,744,136,414,355,540,227,223,199,171,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
898,65584396|39357702|79035763|73744347|62167859|46105657,39357702|46105657|62167859|65584396|73744347|79035763,70072982|618096012|1539411415|2526487543|2918637613|3244390646|3337786097|4101920554,65584396|39357702|79035763|73744347|62167859|46105657,1539411415|4101920554|618096012|2918637613|3337786097|2526487543|3244390646|70072982,8,11678,1061,649,146,580,254,567,388,386,374,340,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
899,65584396|39357702|79035763|73744347|20000021|46105657,20000021|39357702|46105657|65584396|73744347|79035763,70072982|618096012|1539411415|2526487543|2918637613|3244390646|3337786097|4101920554,65584396|39357702|79035763|73744347|20000021|46105657,1539411415|4101920554|618096012|2918637613|3337786097|2526487543|3244390646|70072982,8,11936,1060,640,154,552,241,581,384,387,386,337,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
900,65584396|39357702|79035763|97364933|77317269|54667794,39357702|54667794|65584396|77317269|79035763|97364933,70072982|618096012|881523760|1539411415|2526487543|2918637613|3244390646|4101920554,65584396|39357702|79035763|97364933|77317269|54667794,1539411415|4101920554|618096012|2918637613|881523760|2526487543|3244390646|70072982,8,10978,1050,715,127,441,388,550,228,240,217,187,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
901,65584396|39357702|79035763|97364933|62167859|46105657,39357702|46105657|62167859|65584396|79035763|97364933,70072982|618096012|1539411415|2526487543|2918637613|3244390646|3337786097|4101920554,65584396|39357702|79035763|97364933|62167859|46105657,1539411415|4101920554|618096012|2918637613|3337786097|2526487543|3244390646|70072982,8,11443,1085,626,137,610,276,577,389,410,401,367,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
902,65584396|39357702|79035763|97364933|20000021|46105657,20000021|39357702|46105657|65584396|79035763|97364933,70072982|618096012|1539411415|2526487543|2918637613|3244390646|3337786097|4101920554,65584396|39357702|79035763|97364933|20000021|46105657,1539411415|4101920554|618096012|2918637613|3337786097|2526487543|3244390646|70072982,8,11702,1085,617,146,582,263,590,385,412,413,364,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
903,65584396|39357702|79035763|98826390|77317269|54667794,39357702|54667794|65584396|77317269|79035763|98826390,70072982|618096012|881523760|1539411415|2526487543|2918637613|3244390646|4101920554,65584396|39357702|79035763|98826390|77317269|54667794,1539411415|4101920554|618096012|2918637613|881523760|2526487543|3244390646|70072982,8,11274,1101,788,130,435,393,572,238,250,226,196,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
904,65584396|39357702|79035763|98826390|62167859|46105657,39357702|46105657|62167859|65584396|79035763|98826390,70072982|618096012|1539411415|2526487543|2918637613|3244390646|3337786097|4101920554,65584396|39357702|79035763|98826390|62167859|46105657,1539411415|4101920554|618096012|2918637613|3337786097|2526487543|3244390646|70072982,8,11739,1136,685,140,603,279,599,404,425,414,383,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
905,65584396|39357702|79035763|98826390|20000021|46105657,20000021|39357702|46105657|65584396|79035763|98826390,70072982|618096012|1539411415|2526487543|2918637613|3244390646|3337786097|4101920554,65584396|39357702|79035763|98826390|20000021|46105657,1539411415|4101920554|618096012|2918637613|3337786097|2526487543|3244390646|70072982,8,11998,1135,676,149,576,266,612,400,427,426,379,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
906,65584396|39357702|79035763|59966628|20000021|46105657,20000021|39357702|46105657|59966628|65584396|79035763,70072982|618096012|1539411415|1983195173|2526487543|2918637613|3244390646|3337786097,65584396|39357702|79035763|59966628|20000021|46105657,1539411415|1983195173|618096012|2918637613|3337786097|2526487543|3244390646|70072982,8,11290,1030,646,139,695,177,403,395,427,427,401,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
907,65584396|39357702|79035763|88143633|20000021|46105657,20000021|39357702|46105657|65584396|79035763|88143633,70072982|618096012|1539411415|1983195173|2526487543|2918637613|3244390646|3337786097,65584396|39357702|79035763|88143633|20000021|46105657,1539411415|1983195173|618096012|2918637613|3337786097|2526487543|3244390646|70072982,8,11315,1030,646,139,695,177,406,395,431,427,401,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
908,65584396|39357702|79035763|39430243|20000021|46105657,20000021|39357702|39430243|46105657|65584396|79035763,70072982|618096012|1539411415|1983195173|2526487543|2918637613|3244390646|3337786097,65584396|39357702|79035763|39430243|20000021|46105657,1539411415|1983195173|618096012|2918637613|3337786097|2526487543|3244390646|70072982,8,11438,1042,657,142,715,181,423,399,431,431,455,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
909,65584396|39357702|79035763|70833849|20000021|46105657,20000021|39357702|46105657|65584396|70833849|79035763,70072982|618096012|1539411415|1983195173|2526487543|2918637613|3244390646|3337786097,65584396|39357702|79035763|70833849|20000021|46105657,1539411415|1983195173|618096012|2918637613|3337786097|2526487543|3244390646|70072982,8,11951,1100,676,154,716,203,443,438,474,469,433,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
910,65584396|39357702|79035763|67857475|20000021|46105657,20000021|39357702|46105657|65584396|67857475|79035763,70072982|618096012|1539411415|1983195173|2526487543|2918637613|3244390646|3337786097,65584396|39357702|79035763|67857475|20000021|46105657,1539411415|1983195173|618096012|2918637613|3337786097|2526487543|3244390646|70072982,8,11551,1064,662,141,712,183,412,406,438,440,417,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
911,65584396|39357702|79035763|87334979|20000021|46105657,20000021|39357702|46105657|65584396|79035763|87334979,70072982|618096012|1539411415|1983195173|2526487543|2918637613|3244390646|3337786097,65584396|39357702|79035763|87334979|20000021|46105657,1539411415|1983195173|618096012|2918637613|3337786097|2526487543|3244390646|70072982,8,11330,1042,593,144,678,192,407,401,432,431,404,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
912,65584396|39357702|79035763|23394006|20000021|46105657,20000021|23394006|39357702|46105657|65584396|79035763,70072982|618096012|1539411415|1983195173|2526487543|2918637613|3244390646|3337786097,65584396|39357702|79035763|23394006|20000021|46105657,1539411415|1983195173|618096012|2918637613|3337786097|2526487543|3244390646|70072982,8,11441,1096,588,139,654,196,406,401,435,435,448,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
913,65584396|39357702|79035763|45333757|20000021|46105657,20000021|39357702|45333757|46105657|65584396|79035763,70072982|618096012|1539411415|1983195173|2526487543|2918637613|3244390646|3337786097,65584396|39357702|79035763|45333757|20000021|46105657,1539411415|1983195173|618096012|2918637613|3337786097|2526487543|3244390646|70072982,8,11678,1115,641,147,731,208,442,454,480,504,455,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
914,65584396|39357702|79035763|8660658|20000021|46105657,8660658|20000021|39357702|46105657|65584396|79035763,70072982|618096012|1539411415|1983195173|2526487543|2918637613|3244390646|3337786097,65584396|39357702|79035763|8660658|20000021|46105657,1539411415|1983195173|618096012|2918637613|3337786097|2526487543|3244390646|70072982,8,11428,1061,620,141,715,202,414,459,445,446,418,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
915,65584396|39357702|79035763|9463020|20000021|46105657,9463020|20000021|39357702|46105657|65584396|79035763,70072982|618096012|1539411415|1983195173|2526487543|2918637613|3244390646|3337786097,65584396|39357702|79035763|9463020|20000021|46105657,1539411415|1983195173|618096012|2918637613|3337786097|2526487543|3244390646|70072982,8,11102,1030,631,138,697,178,403,394,426,426,404,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
916,65584396|39357702|79035763|27816666|20000021|46105657,20000021|27816666|39357702|46105657|65584396|79035763,70072982|618096012|1539411415|1983195173|2526487543|2918637613|3244390646|3337786097,65584396|39357702|79035763|27816666|20000021|46105657,1539411415|1983195173|618096012|2918637613|3337786097|2526487543|3244390646|70072982,8,11173,1030,635,138,702,180,402,394,426,426,400,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
917,65584396|39357702|79035763|71786710|20000021|46105657,20000021|39357702|46105657|65584396|71786710|79035763,70072982|618096012|1539411415|1983195173|2526487543|2918637613|3244390646|3337786097,65584396|39357702|79035763|71786710|20000021|46105657,1539411415|1983195173|618096012|2918637613|3337786097|2526487543|3244390646|70072982,8,11719,1062,665,146,731,189,413,404,437,436,414,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
918,65584396|39357702|79035763|63554767|20000021|46105657,20000021|39357702|46105657|63554767|65584396|79035763,70072982|618096012|1539411415|1983195173|2526487543|2918637613|3244390646|3337786097,65584396|39357702|79035763|63554767|20000021|46105657,1539411415|1983195173|618096012|2918637613|3337786097|2526487543|3244390646|70072982,8,11371,1044,618,139,692,204,420,432,462,475,433,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
919,65584396|39357702|79035763|19000939|20000021|46105657,19000939|20000021|39357702|46105657|65584396|79035763,70072982|618096012|1539411415|1983195173|2526487543|2918637613|3244390646|3337786097,65584396|39357702|79035763|19000939|20000021|46105657,1539411415|1983195173|618096012|2918637613|3337786097|2526487543|3244390646|70072982,8,11173,1019,616,139,699,180,406,397,428,417,402,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
920,65584396|39357702|79035763|22667078|20000021|46105657,20000021|22667078|39357702|46105657|65584396|79035763,70072982|618096012|1539411415|1983195173|2526487543|2918637613|3244390646|3337786097,65584396|39357702|79035763|22667078|20000021|46105657,1539411415|1983195173|618096012|2918637613|3337786097|2526487543|3244390646|70072982,8,11792,1111,681,144,736,200,438,449,491,508,450,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
921,65584396|39357702|79035763|56017801|20000021|46105657,20000021|39357702|46105657|56017801|65584396|79035763,70072982|618096012|1539411415|1983195173|2526487543|2918637613|3244390646|3337786097,65584396|39357702|79035763|56017801|20000021|46105657,1539411415|1983195173|618096012|2918637613|3337786097|2526487543|3244390646|70072982,8,11561,1065,620,140,673,202,414,409,436,444,448,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
922,65584396|39357702|79035763|37513496|20000021|46105657,20000021|37513496|39357702|46105657|65584396|79035763,70072982|618096012|1539411415|1983195173|2526487543|2918637613|3244390646|3337786097,65584396|39357702|79035763|37513496|20000021|46105657,1539411415|1983195173|618096012|2918637613|3337786097|2526487543|3244390646|70072982,8,11734,1106,672,149,737,197,430,444,474,475,439,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
923,65584396|39357702|79035763|96869334|20000021|46105657,20000021|39357702|46105657|65584396|79035763|96869334,70072982|618096012|1539411415|1983195173|2526487543|2918637613|3244390646|3337786097,65584396|39357702|79035763|96869334|20000021|46105657,1539411415|1983195173|618096012|2918637613|3337786097|2526487543|3244390646|70072982,8,10929,1007,575,134,635,179,390,386,416,427,392,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
924,65584396|39357702|79035763|54277439|20000021|46105657,20000021|39357702|46105657|54277439|65584396|79035763,70072982|618096012|1539411415|1983195173|2526487543|2918637613|3244390646|3337786097,65584396|39357702|79035763|54277439|20000021|46105657,1539411415|1983195173|618096012|2918637613|3337786097|2526487543|3244390646|70072982,8,11253,1030,624,138,694,180,403,391,440,423,397,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
925,65584396|39357702|79035763|51053728|20000021|46105657,20000021|39357702|46105657|51053728|65584396|79035763,70072982|618096012|1539411415|1983195173|2526487543|2918637613|3244390646|3337786097,65584396|39357702|79035763|51053728|20000021|46105657,1539411415|1983195173|618096012|2918637613|3337786097|2526487543|3244390646|70072982,8,11556,1054,661,140,716,185,413,401,433,433,413,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
926,65584396|39357702|79035763|38560820|20000021|46105657,20000021|38560820|39357702|46105657|65584396|79035763,70072982|618096012|1539411415|1983195173|2526487543|2918637613|3244390646|3337786097,65584396|39357702|79035763|38560820|20000021|46105657,1539411415|1983195173|618096012|2918637613|3337786097|2526487543|3244390646|70072982,8,11752,1108,674,146,745,204,440,449,476,484,448,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
927,65584396|39357702|79035763|9603855|20000021|46105657,9603855|20000021|39357702|46105657|65584396|79035763,70072982|618096012|1539411415|1983195173|2526487543|2918637613|3244390646|3337786097,65584396|39357702|79035763|9603855|20000021|46105657,1539411415|1983195173|618096012|2918637613|3337786097|2526487543|3244390646|70072982,8,11732,1094,689,145,732,205,445,443,476,479,442,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
928,65584396|39357702|79035763|21889238|20000021|46105657,20000021|21889238|39357702|46105657|65584396|79035763,70072982|618096012|1539411415|1983195173|2526487543|2918637613|3244390646|3337786097,65584396|39357702|79035763|21889238|20000021|46105657,1539411415|1983195173|618096012|2918637613|3337786097|2526487543|3244390646|70072982,8,11384,1054,619,141,698,195,416,398,493,494,401,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
929,65584396|39357702|79035763|39707555|20000021|46105657,20000021|39357702|39707555|46105657|65584396|79035763,70072982|618096012|1539411415|1983195173|2526487543|2918637613|3244390646|3337786097,65584396|39357702|79035763|39707555|20000021|46105657,1539411415|1983195173|618096012|2918637613|3337786097|2526487543|3244390646|70072982,8,11704,1067,660,145,716,190,418,403,449,435,408,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
930,65584396|39357702|79035763|83219090|20000021|46105657,20000021|39357702|46105657|65584396|79035763|83219090,70072982|618096012|1539411415|1983195173|2526487543|2918637613|3244390646|3337786097,65584396|39357702|79035763|83219090|20000021|46105657,1539411415|1983195173|618096012|2918637613|3337786097|2526487543|3244390646|70072982,8,11063,1017,602,136,670,177,396,394,420,420,395,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
931,65584396|39357702|79035763|8590534|20000021|46105657,8590534|20000021|39357702|46105657|65584396|79035763,70072982|618096012|1539411415|1983195173|2526487543|2918637613|3244390646|3337786097,65584396|39357702|79035763|8590534|20000021|46105657,1539411415|1983195173|618096012|2918637613|3337786097|2526487543|3244390646|70072982,8,11165,1030,649,138,700,178,403,395,427,442,401,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
932,65584396|39357702|79035763|41786837|20000021|46105657,20000021|39357702|41786837|46105657|65584396|79035763,70072982|618096012|1539411415|1983195173|2526487543|2918637613|3244390646|3337786097,65584396|39357702|79035763|41786837|20000021|46105657,1539411415|1983195173|618096012|2918637613|3337786097|2526487543|3244390646|70072982,8,11778,1104,666,145,737,196,437,449,484,485,447,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
933,65584396|39357702|79035763|4231371|20000021|46105657,4231371|20000021|39357702|46105657|65584396|79035763,70072982|618096012|1539411415|1983195173|2526487543|2918637613|3244390646|3337786097,65584396|39357702|79035763|4231371|20000021|46105657,1539411415|1983195173|618096012|2918637613|3337786097|2526487543|3244390646|70072982,8,11152,1017,615,135,662,175,398,388,419,419,397,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
934,65584396|39357702|79035763|50560330|20000021|46105657,20000021|39357702|46105657|50560330|65584396|79035763,70072982|618096012|1539411415|1983195173|2526487543|2918637613|3244390646|3337786097,65584396|39357702|79035763|50560330|20000021|46105657,1539411415|1983195173|618096012|2918637613|3337786097|2526487543|3244390646|70072982,8,11261,1034,594,137,658,187,402,401,428,438,405,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
935,65584396|39357702|79035763|63525887|77317269|54667794,39357702|54667794|63525887|65584396|77317269|79035763,70072982|618096012|881523760|1539411415|1806394358|2526487543|2918637613|3244390646,65584396|39357702|79035763|63525887|77317269|54667794,1539411415|618096012|2918637613|881523760|2526487543|1806394358|3244390646|70072982,8,10816,1035,815,125,413,304,520,232,217,193,172,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
936,65584396|39357702|79035763|63525887|62167859|46105657,39357702|46105657|62167859|63525887|65584396|79035763,70072982|618096012|1539411415|1806394358|2526487543|2918637613|3244390646|3337786097,65584396|39357702|79035763|63525887|62167859|46105657,1539411415|618096012|2918637613|3337786097|2526487543|1806394358|3244390646|70072982,8,11281,1070,727,135,578,195,546,395,377,367,343,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
937,65584396|39357702|79035763|39430243|77317269|54667794,39357702|39430243|54667794|65584396|77317269|79035763,70072982|618096012|881523760|1539411415|1806394358|2526487543|2918637613|3244390646,65584396|39357702|79035763|39430243|77317269|54667794,1539411415|618096012|2918637613|881523760|2526487543|1806394358|3244390646|70072982,8,10714,1007,841,123,443,296,536,201,213,190,196,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
938,65584396|39357702|79035763|39430243|62167859|46105657,39357702|39430243|46105657|62167859|65584396|79035763,70072982|618096012|1539411415|1806394358|2526487543|2918637613|3244390646|3337786097,65584396|39357702|79035763|39430243|62167859|46105657,1539411415|618096012|2918637613|3337786097|2526487543|1806394358|3244390646|70072982,8,11179,1042,749,133,612,191,563,350,371,361,383,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
939,65584396|39357702|79035763|37536837|77317269|54667794,37536837|39357702|54667794|65584396|77317269|79035763,70072982|618096012|881523760|1539411415|1806394358|2526487543|2918637613|3244390646,65584396|39357702|79035763|37536837|77317269|54667794,1539411415|618096012|2918637613|881523760|2526487543|1806394358|3244390646|70072982,8,11109,1017,833,134,426,315,548,239,230,227,181,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
940,65584396|39357702|79035763|37536837|62167859|46105657,37536837|39357702|46105657|62167859|65584396|79035763,70072982|618096012|1539411415|1806394358|2526487543|2918637613|3244390646|3337786097,65584396|39357702|79035763|37536837|62167859|46105657,1539411415|618096012|2918637613|3337786097|2526487543|1806394358|3244390646|70072982,8,11575,1052,742,144,593,202,575,405,396,415,357,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
941,65584396|39357702|79035763|62170491|77317269|54667794,39357702|54667794|62170491|65584396|77317269|79035763,70072982|618096012|881523760|1539411415|1806394358|2526487543|2918637613|3244390646,65584396|39357702|79035763|62170491|77317269|54667794,1539411415|618096012|2918637613|881523760|2526487543|1806394358|3244390646|70072982,8,11205,1149,802,132,437,340,570,241,248,223,199,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
942,65584396|39357702|79035763|62170491|62167859|46105657,39357702|46105657|62167859|62170491|65584396|79035763,70072982|618096012|1539411415|1806394358|2526487543|2918637613|3244390646|3337786097,65584396|39357702|79035763|62170491|62167859|46105657,1539411415|618096012|2918637613|3337786097|2526487543|1806394358|3244390646|70072982,8,11671,1184,717,142,606,217,596,407,422,409,387,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
943,65584396|39357702|79035763|27178556|77317269|54667794,27178556|39357702|54667794|65584396|77317269|79035763,70072982|618096012|881523760|1539411415|1806394358|2526487543|2918637613|3244390646,65584396|39357702|79035763|27178556|77317269|54667794,1539411415|618096012|2918637613|881523760|2526487543|1806394358|3244390646|70072982,8,10881,1041,789,124,440,332,562,227,240,202,179,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
944,65584396|39357702|79035763|27178556|62167859|46105657,27178556|39357702|46105657|62167859|65584396|79035763,70072982|618096012|1539411415|1806394358|2526487543|2918637613|3244390646|3337786097,65584396|39357702|79035763|27178556|62167859|46105657,1539411415|618096012|2918637613|3337786097|2526487543|1806394358|3244390646|70072982,8,11346,1076,706,133,608,212,589,388,409,379,354,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
945,65584396|39357702|79035763|45333757|77317269|54667794,39357702|45333757|54667794|65584396|77317269|79035763,70072982|618096012|881523760|1539411415|1806394358|2526487543|2918637613|3244390646,65584396|39357702|79035763|45333757|77317269|54667794,1539411415|618096012|2918637613|881523760|2526487543|1806394358|3244390646|70072982,8,10954,1080,820,128,455,341,563,234,243,234,196,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
946,65584396|39357702|79035763|45333757|62167859|46105657,39357702|45333757|46105657|62167859|65584396|79035763,70072982|618096012|1539411415|1806394358|2526487543|2918637613|3244390646|3337786097,65584396|39357702|79035763|45333757|62167859|46105657,1539411415|618096012|2918637613|3337786097|2526487543|1806394358|3244390646|70072982,8,11420,1115,732,138,626,218,589,398,414,424,382,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
947,65584396|39357702|79035763|12659228|77317269|54667794,12659228|39357702|54667794|65584396|77317269|79035763,70072982|618096012|881523760|1539411415|1806394358|2526487543|2918637613|3244390646,65584396|39357702|79035763|12659228|77317269|54667794,1539411415|618096012|2918637613|881523760|2526487543|1806394358|3244390646|70072982,8,11028,1053,755,126,410,338,559,220,258,206,200,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
948,65584396|39357702|79035763|12659228|62167859|46105657,12659228|39357702|46105657|62167859|65584396|79035763,70072982|618096012|1539411415|1806394358|2526487543|2918637613|3244390646|3337786097,65584396|39357702|79035763|12659228|62167859|46105657,1539411415|618096012|2918637613|3337786097|2526487543|1806394358|3244390646|70072982,8,11494,1088,679,136,574,216,586,377,436,384,390,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
949,65584396|39357702|79035763|879247|77317269|54667794,879247|39357702|54667794|65584396|77317269|79035763,70072982|618096012|881523760|1539411415|1806394358|2526487543|2918637613|3244390646,65584396|39357702|79035763|879247|77317269|54667794,1539411415|618096012|2918637613|881523760|2526487543|1806394358|3244390646|70072982,8,10665,1049,824,126,419,303,537,204,225,192,177,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
950,65584396|39357702|79035763|879247|62167859|46105657,879247|39357702|46105657|62167859|65584396|79035763,70072982|618096012|1539411415|1806394358|2526487543|2918637613|3244390646|3337786097,65584396|39357702|79035763|879247|62167859|46105657,1539411415|618096012|2918637613|3337786097|2526487543|1806394358|3244390646|70072982,8,11131,1084,735,136,585,195,564,354,388,364,350,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
951,65584396|39357702|79035763|55785997|77317269|54667794,39357702|54667794|55785997|65584396|77317269|79035763,70072982|618096012|881523760|1539411415|1806394358|2526487543|2918637613|3244390646,65584396|39357702|79035763|55785997|77317269|54667794,1539411415|618096012|2918637613|881523760|2526487543|1806394358|3244390646|70072982,8,10894,1032,823,128,419,314,519,209,220,196,175,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
952,65584396|39357702|79035763|48554689|77317269|54667794,39357702|48554689|54667794|65584396|77317269|79035763,70072982|618096012|881523760|1539411415|1806394358|2526487543|2918637613|3244390646,65584396|39357702|79035763|48554689|77317269|54667794,1539411415|618096012|2918637613|881523760|2526487543|1806394358|3244390646|70072982,8,11046,1030,754,133,445,331,552,203,213,187,170,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
953,65584396|39357702|79035763|792249|77317269|54667794,792249|39357702|54667794|65584396|77317269|79035763,70072982|618096012|881523760|1539411415|1806394358|2526487543|2918637613|3244390646,65584396|39357702|79035763|792249|77317269|54667794,1539411415|618096012|2918637613|881523760|2526487543|1806394358|3244390646|70072982,8,10969,1079,818,128,455,342,559,234,263,226,196,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
954,65584396|39357702|79035763|93399954|77317269|54667794,39357702|54667794|65584396|77317269|79035763|93399954,70072982|618096012|881523760|1539411415|1806394358|2526487543|2918637613|3244390646,65584396|39357702|79035763|93399954|77317269|54667794,1539411415|618096012|2918637613|881523760|2526487543|1806394358|3244390646|70072982,8,10762,1060,821,133,401,312,541,208,219,194,174,新規 テキスト ドキュメント (2).txt,陣形補正前の計算済み合計
