result_id,record_type,source_file,formation,grade3_flag,bond_count,eiketsu_ids,eiketsu_names,eiketsu_internal_ids,bond_ids,bond_names,生命,気合,腕力,耐久力,器用さ,知力,魅力,土属性,水属性,火属性,風属性,stat_status,stat_note,calc_source,calc_formula,duplicate_key,calc_warning,calc_filled_at_step,総合値,total_score,top300_source_file
step174_7_126001,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,方円,通常,7,EIK_0188|EIK_0068|EIK_0331|EIK_0247|EIK_0103|EIK_0101,斎藤道三(巳)|島津義久|果心居士|島左近|長野業正|山県昌景(泰然),EIK_0188|EIK_0068|EIK_0331|EIK_0247|EIK_0103|EIK_0101,柔能制剛|謀略家|侍|もののふ|根性の絆|泰然自若|知勇兼備,柔能制剛|謀略家|侍|もののふ|根性の絆|泰然自若|知勇兼備,10046,1364,307,415,192,343,212,342,343,365,354,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||7||EIK_0068|EIK_0101|EIK_0103|EIK_0188|EIK_0247|EIK_0331||もののふ|侍|柔能制剛|根性の絆|泰然自若|知勇兼備|謀略家,,step174_validate_repair_7_9,14283,14283,jinpo_result_db_7_part008.csv
step174_7_133222,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,方円,通常,7,EIK_0183|EIK_0105|EIK_0025|EIK_0387|EIK_0256|EIK_0093,宇佐美定満|尼子経久|平手政秀|朝倉義景(八雷)|魔女ルシア|大内義隆,EIK_0183|EIK_0105|EIK_0025|EIK_0387|EIK_0256|EIK_0093,仙道の絆|立役者|山紫水明|文化人の絆|技巧伝承|文明開化|才腕の絆,仙道の絆|立役者|山紫水明|文化人の絆|技巧伝承|文明開化|才腕の絆,9425,1070,0,0,343,524,367,673,578,550,620,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||7||EIK_0025|EIK_0093|EIK_0105|EIK_0183|EIK_0256|EIK_0387||仙道の絆|山紫水明|才腕の絆|技巧伝承|文化人の絆|文明開化|立役者,,step174_validate_repair_7_9,14150,14150,jinpo_result_db_7_part008.csv
step174_7_133223,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,方円,通常,7,EIK_0203|EIK_0071|EIK_0017|EIK_0095|EIK_0153|EIK_0107,武田信玄(野望)|納涼忍お綾|堀秀政|柳生宗矩|本庄繁長|井伊直虎,EIK_0203|EIK_0071|EIK_0017|EIK_0095|EIK_0153|EIK_0107,才腕の絆|技巧伝承|文明開化|多芸多才|豪傑|能鷹隠爪|戦場の華,才腕の絆|技巧伝承|文明開化|多芸多才|豪傑|能鷹隠爪|戦場の華,10060,907,302,147,390,313,602,332,352,382,363,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||7||EIK_0017|EIK_0071|EIK_0095|EIK_0107|EIK_0153|EIK_0203||多芸多才|戦場の華|才腕の絆|技巧伝承|文明開化|能鷹隠爪|豪傑,,step174_validate_repair_7_9,14150,14150,jinpo_result_db_7_part008.csv
step174_7_133224,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,方円,通常,7,EIK_0225|EIK_0082|EIK_0089|EIK_0103|EIK_0192|EIK_0298,佐々木小次郎(涼)|山中鹿之介|村上義清|長野業正|織田信長(周年)|色部勝長,EIK_0225|EIK_0082|EIK_0089|EIK_0103|EIK_0192|EIK_0298,勇猛果敢|泰然自若|根性の絆|猛将の絆|侍|武芸の絆|もののふ,勇猛果敢|泰然自若|根性の絆|猛将の絆|侍|武芸の絆|もののふ,9985,2076,621,385,220,0,133,178,176,206,170,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||7||EIK_0082|EIK_0089|EIK_0103|EIK_0192|EIK_0225|EIK_0298||もののふ|侍|勇猛果敢|根性の絆|武芸の絆|泰然自若|猛将の絆,,step174_validate_repair_7_9,14150,14150,jinpo_result_db_7_part008.csv
step174_7_133225,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,方円,通常,7,EIK_0235|EIK_0093|EIK_0387|EIK_0108|EIK_0138|EIK_0244,松永久秀(野望)|大内義隆|朝倉義景(八雷)|名古屋山三郎|原田宗時|前田慶次(野望),EIK_0235|EIK_0093|EIK_0387|EIK_0108|EIK_0138|EIK_0244,山紫水明|技巧伝承|文化人の絆|文明開化|傾奇者|洒落者の絆|四象の絆,山紫水明|技巧伝承|文化人の絆|文明開化|傾奇者|洒落者の絆|四象の絆,9955,0,137,33,280,396,359,756,735,754,745,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||7||EIK_0093|EIK_0108|EIK_0138|EIK_0235|EIK_0244|EIK_0387||傾奇者|四象の絆|山紫水明|技巧伝承|文化人の絆|文明開化|洒落者の絆,,step174_validate_repair_7_9,14150,14150,jinpo_result_db_7_part008.csv
step174_7_133226,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,方円,通常,7,EIK_0237|EIK_0082|EIK_0247|EIK_0103|EIK_0030|EIK_0354,森長可|山中鹿之介|島左近|長野業正|吉川元春|北条綱成,EIK_0237|EIK_0082|EIK_0247|EIK_0103|EIK_0030|EIK_0354,侍|もののふ|泰然自若|根性の絆|勇猛果敢|猛将の絆|武芸の絆,侍|もののふ|泰然自若|根性の絆|勇猛果敢|猛将の絆|武芸の絆,9971,2096,593,413,216,0,138,172,182,190,179,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||7||EIK_0030|EIK_0082|EIK_0103|EIK_0237|EIK_0247|EIK_0354||もののふ|侍|勇猛果敢|根性の絆|武芸の絆|泰然自若|猛将の絆,,step174_validate_repair_7_9,14150,14150,jinpo_result_db_7_part008.csv
step174_7_133227,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,方円,通常,7,EIK_0243|EIK_0256|EIK_0093|EIK_0114|EIK_0341|EIK_0239,前田慶次(神将)|魔女ルシア|大内義隆|細川藤孝(立役)|佐々成政|真田幸村(水練),EIK_0243|EIK_0256|EIK_0093|EIK_0114|EIK_0341|EIK_0239,山紫水明|技巧伝承|文化人の絆|文明開化|泰然自若|流行創出|洒落者の絆,山紫水明|技巧伝承|文化人の絆|文明開化|泰然自若|流行創出|洒落者の絆,9379,854,0,124,233,291,413,698,757,678,723,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||7||EIK_0093|EIK_0114|EIK_0239|EIK_0243|EIK_0256|EIK_0341||山紫水明|技巧伝承|文化人の絆|文明開化|泰然自若|洒落者の絆|流行創出,,step174_validate_repair_7_9,14150,14150,jinpo_result_db_7_part008.csv
step174_7_133228,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,方円,通常,7,EIK_0247|EIK_0095|EIK_0042|EIK_0256|EIK_0317|EIK_0138,島左近|柳生宗矩|谷忠澄|魔女ルシア|不破光治|原田宗時,EIK_0247|EIK_0095|EIK_0042|EIK_0256|EIK_0317|EIK_0138,多芸多才|技巧伝承|文明開化|竜飛鳳舞|花鳥風月|戦場の華|流行創出,多芸多才|技巧伝承|文明開化|竜飛鳳舞|花鳥風月|戦場の華|流行創出,9184,2148,234,52,194,433,510,342,339,334,380,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||7||EIK_0042|EIK_0095|EIK_0138|EIK_0247|EIK_0256|EIK_0317||多芸多才|戦場の華|技巧伝承|文明開化|流行創出|竜飛鳳舞|花鳥風月,,step174_validate_repair_7_9,14150,14150,jinpo_result_db_7_part008.csv
step174_7_133229,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,方円,通常,7,EIK_0250|EIK_0093|EIK_0024|EIK_0387|EIK_0224|EIK_0017,鍋島直茂(人狼)|大内義隆|今川義元|朝倉義景(八雷)|黒猫ノア|堀秀政,EIK_0250|EIK_0093|EIK_0024|EIK_0387|EIK_0224|EIK_0017,山紫水明|技巧伝承|文化人の絆|文明開化|外交官の絆|傾奇者|多芸多才,山紫水明|技巧伝承|文化人の絆|文明開化|外交官の絆|傾奇者|多芸多才,10075,0,132,95,456,421,480,609,665,600,617,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||7||EIK_0017|EIK_0024|EIK_0093|EIK_0224|EIK_0250|EIK_0387||傾奇者|外交官の絆|多芸多才|山紫水明|技巧伝承|文化人の絆|文明開化,,step174_validate_repair_7_9,14150,14150,jinpo_result_db_7_part008.csv
step174_7_133230,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,方円,通常,7,EIK_0250|EIK_0256|EIK_0093|EIK_0114|EIK_0094|EIK_0219,鍋島直茂(人狼)|魔女ルシア|大内義隆|細川藤孝(立役)|金森長近|後藤又兵衛,EIK_0250|EIK_0256|EIK_0093|EIK_0114|EIK_0094|EIK_0219,山紫水明|技巧伝承|文化人の絆|文明開化|泰然自若|流行創出|戦場の華,山紫水明|技巧伝承|文化人の絆|文明開化|泰然自若|流行創出|戦場の華,9691,891,63,132,260,365,423,580,595,558,592,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||7||EIK_0093|EIK_0094|EIK_0114|EIK_0219|EIK_0250|EIK_0256||山紫水明|戦場の華|技巧伝承|文化人の絆|文明開化|泰然自若|流行創出,,step174_validate_repair_7_9,14150,14150,jinpo_result_db_7_part008.csv
step174_7_133231,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,方円,通常,7,EIK_0256|EIK_0103|EIK_0247|EIK_0101|EIK_0053|EIK_0070,魔女ルシア|長野業正|島左近|山県昌景(泰然)|下間頼竜|前田利家(兎忍),EIK_0256|EIK_0103|EIK_0247|EIK_0101|EIK_0053|EIK_0070,侍|根性の絆|泰然自若|もののふ|勇猛果敢|流行創出|戦場の華,侍|根性の絆|泰然自若|もののふ|勇猛果敢|流行創出|戦場の華,10102,1412,393,334,139,137,275,328,341,342,347,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||7||EIK_0053|EIK_0070|EIK_0101|EIK_0103|EIK_0247|EIK_0256||もののふ|侍|勇猛果敢|戦場の華|根性の絆|泰然自若|流行創出,,step174_validate_repair_7_9,14150,14150,jinpo_result_db_7_part008.csv
step174_7_133232,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,方円,通常,7,EIK_0256|EIK_0244|EIK_0247|EIK_0094|EIK_0183|EIK_0224,魔女ルシア|前田慶次(野望)|島左近|金森長近|宇佐美定満|黒猫ノア,EIK_0256|EIK_0244|EIK_0247|EIK_0094|EIK_0183|EIK_0224,流行創出|もののふ|山紫水明|技巧伝承|文明開化|洒落者の絆|戦場の華,流行創出|もののふ|山紫水明|技巧伝承|文明開化|洒落者の絆|戦場の華,9350,927,229,46,221,396,543,641,598,580,619,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||7||EIK_0094|EIK_0183|EIK_0224|EIK_0244|EIK_0247|EIK_0256||もののふ|山紫水明|戦場の華|技巧伝承|文明開化|洒落者の絆|流行創出,,step174_validate_repair_7_9,14150,14150,jinpo_result_db_7_part008.csv
step174_7_133233,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,方円,通常,7,EIK_0258|EIK_0095|EIK_0042|EIK_0256|EIK_0226|EIK_0107,明智光秀(闇)|柳生宗矩|谷忠澄|魔女ルシア|柴田勝家(風雲)|井伊直虎,EIK_0258|EIK_0095|EIK_0042|EIK_0256|EIK_0226|EIK_0107,多芸多才|技巧伝承|文明開化|竜飛鳳舞|戦場の華|勇猛果敢|豪傑,多芸多才|技巧伝承|文明開化|竜飛鳳舞|戦場の華|勇猛果敢|豪傑,10484,909,608,86,364,382,452,199,222,235,209,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||7||EIK_0042|EIK_0095|EIK_0107|EIK_0226|EIK_0256|EIK_0258||勇猛果敢|多芸多才|戦場の華|技巧伝承|文明開化|竜飛鳳舞|豪傑,,step174_validate_repair_7_9,14150,14150,jinpo_result_db_7_part008.csv
step174_7_133234,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,方円,通常,7,EIK_0267|EIK_0256|EIK_0093|EIK_0114|EIK_0075|EIK_0239,安藤守就|魔女ルシア|大内義隆|細川藤孝(立役)|島津豊久|真田幸村(水練),EIK_0267|EIK_0256|EIK_0093|EIK_0114|EIK_0075|EIK_0239,山紫水明|技巧伝承|文化人の絆|文明開化|流行創出|泰然自若|戦場の華,山紫水明|技巧伝承|文化人の絆|文明開化|流行創出|泰然自若|戦場の華,9606,900,55,130,244,379,426,646,622,551,591,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||7||EIK_0075|EIK_0093|EIK_0114|EIK_0239|EIK_0256|EIK_0267||山紫水明|戦場の華|技巧伝承|文化人の絆|文明開化|泰然自若|流行創出,,step174_validate_repair_7_9,14150,14150,jinpo_result_db_7_part008.csv
step174_7_133235,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,方円,通常,7,EIK_0291|EIK_0107|EIK_0362|EIK_0070|EIK_0045|EIK_0039,山県昌景|井伊直虎|可児才蔵|前田利家(兎忍)|御子神典膳|十河一存,EIK_0291|EIK_0107|EIK_0362|EIK_0070|EIK_0045|EIK_0039,侍|戦場の華|猛将の絆|武芸の絆|豪傑|意気衝天|もののふ,侍|戦場の華|猛将の絆|武芸の絆|豪傑|意気衝天|もののふ,8957,4038,576,118,184,111,166,0,0,0,0,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||7||EIK_0039|EIK_0045|EIK_0070|EIK_0107|EIK_0291|EIK_0362||もののふ|侍|意気衝天|戦場の華|武芸の絆|猛将の絆|豪傑,,step174_validate_repair_7_9,14150,14150,jinpo_result_db_7_part008.csv
step174_7_133236,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,方円,通常,7,EIK_0297|EIK_0082|EIK_0215|EIK_0103|EIK_0086|EIK_0239,小松姫|山中鹿之介|加藤清正|長野業正|毛利勝永|真田幸村(水練),EIK_0297|EIK_0082|EIK_0215|EIK_0103|EIK_0086|EIK_0239,もののふ|猛将の絆|侍|根性の絆|泰然自若|武芸の絆|戦場の華,もののふ|猛将の絆|侍|根性の絆|泰然自若|武芸の絆|戦場の華,9972,2138,544,396,108,58,286,154,169,162,163,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||7||EIK_0082|EIK_0086|EIK_0103|EIK_0215|EIK_0239|EIK_0297||もののふ|侍|戦場の華|根性の絆|武芸の絆|泰然自若|猛将の絆,,step174_validate_repair_7_9,14150,14150,jinpo_result_db_7_part008.csv
step174_7_133237,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,方円,通常,7,EIK_0334|EIK_0065|EIK_0203|EIK_0071|EIK_0017|EIK_0095,原虎胤|望月千代女(道化)|武田信玄(野望)|納涼忍お綾|堀秀政|柳生宗矩,EIK_0334|EIK_0065|EIK_0203|EIK_0071|EIK_0017|EIK_0095,能鷹隠爪|戦場の華|才腕の絆|技巧伝承|文明開化|多芸多才|豪傑,能鷹隠爪|戦場の華|才腕の絆|技巧伝承|文明開化|多芸多才|豪傑,10033,915,275,142,391,305,587,366,367,368,401,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||7||EIK_0017|EIK_0065|EIK_0071|EIK_0095|EIK_0203|EIK_0334||多芸多才|戦場の華|才腕の絆|技巧伝承|文明開化|能鷹隠爪|豪傑,,step174_validate_repair_7_9,14150,14150,jinpo_result_db_7_part008.csv
step174_7_133238,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,方円,通常,7,EIK_0350|EIK_0089|EIK_0071|EIK_0256|EIK_0093|EIK_0114,鳥居景近|村上義清|納涼忍お綾|魔女ルシア|大内義隆|細川藤孝(立役),EIK_0350|EIK_0089|EIK_0071|EIK_0256|EIK_0093|EIK_0114,戦場の華|流行創出|山紫水明|技巧伝承|文化人の絆|文明開化|泰然自若,戦場の華|流行創出|山紫水明|技巧伝承|文化人の絆|文明開化|泰然自若,9266,917,60,121,275,401,436,655,675,651,693,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||7||EIK_0071|EIK_0089|EIK_0093|EIK_0114|EIK_0256|EIK_0350||山紫水明|戦場の華|技巧伝承|文化人の絆|文明開化|泰然自若|流行創出,,step174_validate_repair_7_9,14150,14150,jinpo_result_db_7_part008.csv
step174_7_133239,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,方円,通常,7,EIK_0361|EIK_0064|EIK_0017|EIK_0093|EIK_0114|EIK_0339,下津一通|雑賀孫市(道化)|堀秀政|大内義隆|細川藤孝(立役)|今川氏真,EIK_0361|EIK_0064|EIK_0017|EIK_0093|EIK_0114|EIK_0339,才腕の絆|技巧伝承|文明開化|多芸多才|山紫水明|文化人の絆|硝煙弾雨,才腕の絆|技巧伝承|文明開化|多芸多才|山紫水明|文化人の絆|硝煙弾雨,9396,1312,95,55,486,270,267,540,559,590,580,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||7||EIK_0017|EIK_0064|EIK_0093|EIK_0114|EIK_0339|EIK_0361||多芸多才|山紫水明|才腕の絆|技巧伝承|文化人の絆|文明開化|硝煙弾雨,,step174_validate_repair_7_9,14150,14150,jinpo_result_db_7_part008.csv
step174_7_133240,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,方円,通常,7,EIK_0362|EIK_0071|EIK_0017|EIK_0095|EIK_0217|EIK_0112,可児才蔵|納涼忍お綾|堀秀政|柳生宗矩|宮本武蔵(涼)|甲斐姫,EIK_0362|EIK_0071|EIK_0017|EIK_0095|EIK_0217|EIK_0112,才腕の絆|技巧伝承|文明開化|多芸多才|侍|豪傑|戦場の華,才腕の絆|技巧伝承|文明開化|多芸多才|侍|豪傑|戦場の華,9856,1389,345,106,440,248,474,303,322,310,357,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||7||EIK_0017|EIK_0071|EIK_0095|EIK_0112|EIK_0217|EIK_0362||侍|多芸多才|戦場の華|才腕の絆|技巧伝承|文明開化|豪傑,,step174_validate_repair_7_9,14150,14150,jinpo_result_db_7_part008.csv
step174_7_133241,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,方円,通常,7,EIK_0371|EIK_0107|EIK_0089|EIK_0070|EIK_0175|EIK_0039,脇坂安治|井伊直虎|村上義清|前田利家(兎忍)|織田信長|十河一存,EIK_0371|EIK_0107|EIK_0089|EIK_0070|EIK_0175|EIK_0039,戦場の華|勇猛果敢|猛将の絆|武芸の絆|侍|意気衝天|もののふ,戦場の華|勇猛果敢|猛将の絆|武芸の絆|侍|意気衝天|もののふ,9132,3672,666,143,236,124,177,0,0,0,0,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||7||EIK_0039|EIK_0070|EIK_0089|EIK_0107|EIK_0175|EIK_0371||もののふ|侍|勇猛果敢|意気衝天|戦場の華|武芸の絆|猛将の絆,,step174_validate_repair_7_9,14150,14150,jinpo_result_db_7_part008.csv
step174_7_133242,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,方円,通常,7,EIK_0001|EIK_0054|EIK_0269|EIK_0387|EIK_0224|EIK_0077,豊臣秀長|斎藤利三(神祇)|雨森弥兵衛|朝倉義景(八雷)|黒猫ノア|石川数正(臥薪),EIK_0001|EIK_0054|EIK_0269|EIK_0387|EIK_0224|EIK_0077,陰陽師|技巧伝承|文明開化|外交官の絆|謀略家|立役者|才腕の絆,陰陽師|技巧伝承|文明開化|外交官の絆|謀略家|立役者|才腕の絆,9836,619,50,36,339,565,444,575,591,552,542,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||7||EIK_0001|EIK_0054|EIK_0077|EIK_0224|EIK_0269|EIK_0387||外交官の絆|才腕の絆|技巧伝承|文明開化|立役者|謀略家|陰陽師,,step174_validate_repair_7_9,14149,14149,jinpo_result_db_7_part008.csv
step174_7_133243,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,方円,通常,7,EIK_0017|EIK_0093|EIK_0193|EIK_0387|EIK_0115|EIK_0250,堀秀政|大内義隆|織田信長(覇王)|朝倉義景(八雷)|羽柴秀吉|鍋島直茂(人狼),EIK_0017|EIK_0093|EIK_0193|EIK_0387|EIK_0115|EIK_0250,山紫水明|技巧伝承|文化人の絆|立役者|傾奇者|多芸多才|文明開化,山紫水明|技巧伝承|文化人の絆|立役者|傾奇者|多芸多才|文明開化,10329,0,130,99,337,547,375,584,570,590,588,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),方円||通常||7||EIK_0017|EIK_0093|EIK_0115|EIK_0193|EIK_0250|EIK_0387||傾奇者|多芸多才|山紫水明|技巧伝承|文化人の絆|文明開化|立役者,,step174_validate_repair_7_9,14149,14149,jinpo_result_db_7_part008.csv
