result_id,record_type,source_file,formation,grade3_flag,bond_count,eiketsu_ids,eiketsu_names,bond_ids,bond_names,生命,気合,腕力,耐久力,器用さ,知力,魅力,土属性,水属性,火属性,風属性,stat_status,stat_note,calc_source,calc_formula,duplicate_key,calc_warning,calc_filled_at_step,総合値,total_score,top300_source_file
db79_127070_kakuyoku,RULE103_RECALCULATED_RESULT,jinpo_result_db_7.csv,鶴翼,通常,7,雑賀孫市(道化)|堀秀政|柳生宗矩|豊臣秀吉|宇喜多直家|朝倉景鏡,雑賀孫市(道化)|堀秀政|柳生宗矩|豊臣秀吉|宇喜多直家|朝倉景鏡,才腕の絆|文明開化|技巧伝承|多芸多才|野心家の絆|謀略家|柔能制剛,才腕の絆|文明開化|技巧伝承|多芸多才|野心家の絆|謀略家|柔能制剛,12933,2559,81,63,506,565,270,397,410,454,455,ステータス計算済み,陣法説明(4).xlsx準拠。同一因縁は重複発動不可として、各陣形の有効ライン抽出後に因縁名重複を除外して再計算。,FORMULA_RECALCULATED_STEP103_RULES_DEDUP,各陣形有効ラインで因縁抽出→同じ因縁名は1回だけ採用→Σ floor(成立ライン3人合計×因縁実効係数)→最後に陣形倍率適用,鶴翼||通常||7||雑賀孫市(道化)|堀秀政|柳生宗矩|豊臣秀吉|宇喜多直家|朝倉景鏡||1-2-3:才腕の絆|1-2-3:文明開化|1-2-3:技巧伝承|1-2-3:多芸多才|4-5-6:野心家の絆|4-5-6:謀略家|4-5-6:柔能制剛,,step103_rules_dedup_rebuild,18693,18693,step164_verified_normal7
db79_131646_kakuyoku,RULE103_RECALCULATED_RESULT,jinpo_result_db_7.csv,鶴翼,通常,7,山中鹿之介|村上義清|長野業正|大内義隆|細川藤孝(立役)|朝倉義景,山中鹿之介|村上義清|長野業正|大内義隆|細川藤孝(立役)|朝倉義景,猛将の絆|根性の絆|泰然自若|勇猛果敢|文化人の絆|技巧伝承|山紫水明,猛将の絆|根性の絆|泰然自若|勇猛果敢|文化人の絆|技巧伝承|山紫水明,13158,1788,325,283,384,151,178,634,603,603,578,ステータス計算済み,陣法説明(4).xlsx準拠。同一因縁は重複発動不可として、各陣形の有効ライン抽出後に因縁名重複を除外して再計算。,FORMULA_RECALCULATED_STEP103_RULES_DEDUP,各陣形有効ラインで因縁抽出→同じ因縁名は1回だけ採用→Σ floor(成立ライン3人合計×因縁実効係数)→最後に陣形倍率適用,鶴翼||通常||7||山中鹿之介|村上義清|長野業正|大内義隆|細川藤孝(立役)|朝倉義景||1-2-3:猛将の絆|1-2-3:根性の絆|1-2-3:泰然自若|1-2-3:勇猛果敢|4-5-6:文化人の絆|4-5-6:技巧伝承|4-5-6:山紫水明,,step103_rules_dedup_rebuild,18685,18685,step164_verified_normal7
db79_137792_kakuyoku,RULE103_RECALCULATED_RESULT,jinpo_result_db_7.csv,鶴翼,通常,7,雑賀孫市(道化)|大内義隆|堀秀政|山中鹿之介|柴田勝家(風雲)|福島勝広,雑賀孫市(道化)|大内義隆|堀秀政|山中鹿之介|柴田勝家(風雲)|福島勝広,才腕の絆|文明開化|技巧伝承|多芸多才|武芸の絆|猛将の絆|もののふ,才腕の絆|文明開化|技巧伝承|多芸多才|武芸の絆|猛将の絆|もののふ,13081,2378,484,111,458,148,277,402,431,466,444,ステータス計算済み,陣法説明(4).xlsx準拠。同一因縁は重複発動不可として、各陣形の有効ライン抽出後に因縁名重複を除外して再計算。,FORMULA_RECALCULATED_STEP103_RULES_DEDUP,各陣形有効ラインで因縁抽出→同じ因縁名は1回だけ採用→Σ floor(成立ライン3人合計×因縁実効係数)→最後に陣形倍率適用,鶴翼||通常||7||雑賀孫市(道化)|大内義隆|堀秀政|山中鹿之介|柴田勝家(風雲)|福島勝広||1-2-3:才腕の絆|1-2-3:文明開化|1-2-3:技巧伝承|1-2-3:多芸多才|4-5-6:武芸の絆|4-5-6:猛将の絆|4-5-6:もののふ,,step103_rules_dedup_rebuild,18680,18680,step164_verified_normal7
db79_135927_kakuyoku,RULE103_RECALCULATED_RESULT,jinpo_result_db_7.csv,鶴翼,通常,7,雑賀孫市(道化)|大内義隆|堀秀政|山中鹿之介|柴田勝家(風雲)|稲葉一鉄,雑賀孫市(道化)|大内義隆|堀秀政|山中鹿之介|柴田勝家(風雲)|稲葉一鉄,才腕の絆|文明開化|技巧伝承|多芸多才|猛将の絆|もののふ|勇猛果敢,才腕の絆|文明開化|技巧伝承|多芸多才|猛将の絆|もののふ|勇猛果敢,12985,2428,532,61,505,148,277,402,431,466,444,ステータス計算済み,陣法説明(4).xlsx準拠。同一因縁は重複発動不可として、各陣形の有効ライン抽出後に因縁名重複を除外して再計算。,FORMULA_RECALCULATED_STEP103_RULES_DEDUP,各陣形有効ラインで因縁抽出→同じ因縁名は1回だけ採用→Σ floor(成立ライン3人合計×因縁実効係数)→最後に陣形倍率適用,鶴翼||通常||7||雑賀孫市(道化)|大内義隆|堀秀政|山中鹿之介|柴田勝家(風雲)|稲葉一鉄||1-2-3:才腕の絆|1-2-3:文明開化|1-2-3:技巧伝承|1-2-3:多芸多才|4-5-6:猛将の絆|4-5-6:もののふ|4-5-6:勇猛果敢,,step103_rules_dedup_rebuild,18679,18679,step164_verified_normal7
db79_133540_kakuyoku,RULE103_RECALCULATED_RESULT,jinpo_result_db_7.csv,鶴翼,通常,7,前田慶次(野望)|出雲阿国(野望)|出雲阿国(神将)|大内義隆|名古屋山三郎|細川藤孝(立役),前田慶次(野望)|出雲阿国(野望)|出雲阿国(神将)|大内義隆|名古屋山三郎|細川藤孝(立役),洒落者の絆|戦場の華|花鳥風月|文化人の絆|文明開化|技巧伝承|山紫水明,洒落者の絆|戦場の華|花鳥風月|文化人の絆|文明開化|技巧伝承|山紫水明,13041,1655,0,0,303,238,779,667,676,649,671,ステータス計算済み,陣法説明(4).xlsx準拠。同一因縁は重複発動不可として、各陣形の有効ライン抽出後に因縁名重複を除外して再計算。,FORMULA_RECALCULATED_STEP103_RULES_DEDUP,各陣形有効ラインで因縁抽出→同じ因縁名は1回だけ採用→Σ floor(成立ライン3人合計×因縁実効係数)→最後に陣形倍率適用,鶴翼||通常||7||前田慶次(野望)|出雲阿国(野望)|出雲阿国(神将)|大内義隆|名古屋山三郎|細川藤孝(立役)||1-2-3:洒落者の絆|1-2-3:戦場の華|1-2-3:花鳥風月|4-5-6:文化人の絆|4-5-6:文明開化|4-5-6:技巧伝承|4-5-6:山紫水明,,step103_rules_dedup_rebuild,18679,18679,step164_verified_normal7
db79_137791_kakuyoku,RULE103_RECALCULATED_RESULT,jinpo_result_db_7.csv,鶴翼,通常,7,雑賀孫市(道化)|大内義隆|堀秀政|山中鹿之介|柴田勝家(風雲)|北条綱成,雑賀孫市(道化)|大内義隆|堀秀政|山中鹿之介|柴田勝家(風雲)|北条綱成,才腕の絆|文明開化|技巧伝承|多芸多才|武芸の絆|猛将の絆|もののふ,才腕の絆|文明開化|技巧伝承|多芸多才|武芸の絆|猛将の絆|もののふ,13081,2378,474,111,458,148,277,402,431,466,444,ステータス計算済み,陣法説明(4).xlsx準拠。同一因縁は重複発動不可として、各陣形の有効ライン抽出後に因縁名重複を除外して再計算。,FORMULA_RECALCULATED_STEP103_RULES_DEDUP,各陣形有効ラインで因縁抽出→同じ因縁名は1回だけ採用→Σ floor(成立ライン3人合計×因縁実効係数)→最後に陣形倍率適用,鶴翼||通常||7||雑賀孫市(道化)|大内義隆|堀秀政|山中鹿之介|柴田勝家(風雲)|北条綱成||1-2-3:才腕の絆|1-2-3:文明開化|1-2-3:技巧伝承|1-2-3:多芸多才|4-5-6:武芸の絆|4-5-6:猛将の絆|4-5-6:もののふ,,step103_rules_dedup_rebuild,18670,18670,step164_verified_normal7
db79_116970_kakuyoku,RULE103_RECALCULATED_RESULT,jinpo_result_db_7.csv,鶴翼,通常,7,山中鹿之介|柴田勝家(風雲)|前田利家(兎忍)|大内義隆|魔女ルシア|細川藤孝(立役),山中鹿之介|柴田勝家(風雲)|前田利家(兎忍)|大内義隆|魔女ルシア|細川藤孝(立役),武芸の絆|猛将の絆|もののふ|文化人の絆|文明開化|技巧伝承|山紫水明,武芸の絆|猛将の絆|もののふ|文化人の絆|文明開化|技巧伝承|山紫水明,13735,1710,453,56,337,240,187,484,497,465,503,ステータス計算済み,陣法説明(4).xlsx準拠。同一因縁は重複発動不可として、各陣形の有効ライン抽出後に因縁名重複を除外して再計算。,FORMULA_RECALCULATED_STEP103_RULES_DEDUP,各陣形有効ラインで因縁抽出→同じ因縁名は1回だけ採用→Σ floor(成立ライン3人合計×因縁実効係数)→最後に陣形倍率適用,鶴翼||通常||7||山中鹿之介|柴田勝家(風雲)|前田利家(兎忍)|大内義隆|魔女ルシア|細川藤孝(立役)||1-2-3:武芸の絆|1-2-3:猛将の絆|1-2-3:もののふ|4-5-6:文化人の絆|4-5-6:文明開化|4-5-6:技巧伝承|4-5-6:山紫水明,,step103_rules_dedup_rebuild,18667,18667,step164_verified_normal7
step117_8_魚鱗_000001,STEP117_8INEN_DEDUP_MAX_TOTAL_RESULT,step110_8inen_full_130908_dedup_by_hero_set_bond_set_max_total,魚鱗,通常,8,島津義久|毛利隆元|豊臣秀吉|林崎甚助|明石全登|長尾景虎,島津義久|毛利隆元|豊臣秀吉|林崎甚助|明石全登|長尾景虎,世渡り上手の絆|謀略家|柔能制剛|侍|老練闊達|才気煥発|明敏の絆|摂理探究,世渡り上手の絆|謀略家|柔能制剛|侍|老練闊達|才気煥発|明敏の絆|摂理探究,14704,8193,245,33,121,870,312,141,142,138,147,ステータス計算済み,"step117で8因縁130,908行を「陣形+配置英傑6人セット+発動因縁セット」で重複除外。同一組内は総合値最大の配置を代表として採用。",STEP117_SELECTED_MAX_TOTAL_FROM_STEP110_RECALCULATED_8INEN,step110で各陣形有効ラインから再計算済みの8因縁行を使用し、重複組では総合値最大の配置を残す,魚鱗||通常||8||島津義久|明石全登|林崎甚助|毛利隆元|豊臣秀吉|長尾景虎||世渡り上手の絆|侍|才気煥発|摂理探究|明敏の絆|柔能制剛|老練闊達|謀略家,,step117_8inen_dedup_max_total,25046,25046,step164_verified_normal8
step117_8_魚鱗_000002,STEP117_8INEN_DEDUP_MAX_TOTAL_RESULT,step110_8inen_full_130908_dedup_by_hero_set_bond_set_max_total,魚鱗,通常,8,島津義久|斎藤利三(神祇)|豊臣秀吉|林崎甚助|明石全登|長尾景虎,島津義久|斎藤利三(神祇)|豊臣秀吉|林崎甚助|明石全登|長尾景虎,世渡り上手の絆|謀略家|柔能制剛|侍|老練闊達|才気煥発|明敏の絆|摂理探究,世渡り上手の絆|謀略家|柔能制剛|侍|老練闊達|才気煥発|明敏の絆|摂理探究,14601,8121,245,33,112,866,303,141,142,138,147,ステータス計算済み,"step117で8因縁130,908行を「陣形+配置英傑6人セット+発動因縁セット」で重複除外。同一組内は総合値最大の配置を代表として採用。",STEP117_SELECTED_MAX_TOTAL_FROM_STEP110_RECALCULATED_8INEN,step110で各陣形有効ラインから再計算済みの8因縁行を使用し、重複組では総合値最大の配置を残す,魚鱗||通常||8||島津義久|斎藤利三(神祇)|明石全登|林崎甚助|豊臣秀吉|長尾景虎||世渡り上手の絆|侍|才気煥発|摂理探究|明敏の絆|柔能制剛|老練闊達|謀略家,,step117_8inen_dedup_max_total,24849,24849,step164_verified_normal8
step117_8_魚鱗_000003,STEP117_8INEN_DEDUP_MAX_TOTAL_RESULT,step110_8inen_full_130908_dedup_by_hero_set_bond_set_max_total,魚鱗,通常,8,島津義久|真田昌幸(吸血)|豊臣秀吉|林崎甚助|明石全登|長尾景虎,島津義久|真田昌幸(吸血)|豊臣秀吉|林崎甚助|明石全登|長尾景虎,世渡り上手の絆|謀略家|柔能制剛|侍|老練闊達|才気煥発|明敏の絆|摂理探究,世渡り上手の絆|謀略家|柔能制剛|侍|老練闊達|才気煥発|明敏の絆|摂理探究,14566,8010,245,33,118,866,298,141,142,138,147,ステータス計算済み,"step117で8因縁130,908行を「陣形+配置英傑6人セット+発動因縁セット」で重複除外。同一組内は総合値最大の配置を代表として採用。",STEP117_SELECTED_MAX_TOTAL_FROM_STEP110_RECALCULATED_8INEN,step110で各陣形有効ラインから再計算済みの8因縁行を使用し、重複組では総合値最大の配置を残す,魚鱗||通常||8||島津義久|明石全登|林崎甚助|真田昌幸(吸血)|豊臣秀吉|長尾景虎||世渡り上手の絆|侍|才気煥発|摂理探究|明敏の絆|柔能制剛|老練闊達|謀略家,,step117_8inen_dedup_max_total,24704,24704,step164_verified_normal8
step117_8_魚鱗_000004,STEP117_8INEN_DEDUP_MAX_TOTAL_RESULT,step110_8inen_full_130908_dedup_by_hero_set_bond_set_max_total,魚鱗,通常,8,島津義久|長尾景虎|明石全登|林崎甚助|徳川家康(東軍)|毛利隆元,島津義久|長尾景虎|明石全登|林崎甚助|徳川家康(東軍)|毛利隆元,明敏の絆|摂理探究|侍|老練闊達|才気煥発|世渡り上手の絆|謀略家|柔能制剛,明敏の絆|摂理探究|侍|老練闊達|才気煥発|世渡り上手の絆|謀略家|柔能制剛,14155,8035,229,33,115,854,320,141,142,138,147,ステータス計算済み,"step117で8因縁130,908行を「陣形+配置英傑6人セット+発動因縁セット」で重複除外。同一組内は総合値最大の配置を代表として採用。",STEP117_SELECTED_MAX_TOTAL_FROM_STEP110_RECALCULATED_8INEN,step110で各陣形有効ラインから再計算済みの8因縁行を使用し、重複組では総合値最大の配置を残す,魚鱗||通常||8||島津義久|徳川家康(東軍)|明石全登|林崎甚助|毛利隆元|長尾景虎||世渡り上手の絆|侍|才気煥発|摂理探究|明敏の絆|柔能制剛|老練闊達|謀略家,,step117_8inen_dedup_max_total,24309,24309,step164_verified_normal8
step117_8_魚鱗_000005,STEP117_8INEN_DEDUP_MAX_TOTAL_RESULT,step110_8inen_full_130908_dedup_by_hero_set_bond_set_max_total,魚鱗,通常,8,島津義久|長尾景虎|明石全登|林崎甚助|徳川家康(東軍)|斎藤利三(神祇),島津義久|長尾景虎|明石全登|林崎甚助|徳川家康(東軍)|斎藤利三(神祇),明敏の絆|摂理探究|侍|老練闊達|才気煥発|世渡り上手の絆|謀略家|柔能制剛,明敏の絆|摂理探究|侍|老練闊達|才気煥発|世渡り上手の絆|謀略家|柔能制剛,14052,7962,229,33,105,852,311,141,142,138,147,ステータス計算済み,"step117で8因縁130,908行を「陣形+配置英傑6人セット+発動因縁セット」で重複除外。同一組内は総合値最大の配置を代表として採用。",STEP117_SELECTED_MAX_TOTAL_FROM_STEP110_RECALCULATED_8INEN,step110で各陣形有効ラインから再計算済みの8因縁行を使用し、重複組では総合値最大の配置を残す,魚鱗||通常||8||島津義久|徳川家康(東軍)|斎藤利三(神祇)|明石全登|林崎甚助|長尾景虎||世渡り上手の絆|侍|才気煥発|摂理探究|明敏の絆|柔能制剛|老練闊達|謀略家,,step117_8inen_dedup_max_total,24112,24112,step164_verified_normal8
step117_8_魚鱗_000006,STEP117_8INEN_DEDUP_MAX_TOTAL_RESULT,step110_8inen_full_130908_dedup_by_hero_set_bond_set_max_total,魚鱗,通常,8,島津義久|毛利隆元|豊臣秀吉|島津日新斎|竹中半兵衛(知将)|小早川隆景(羽織),島津義久|毛利隆元|豊臣秀吉|島津日新斎|竹中半兵衛(知将)|小早川隆景(羽織),世渡り上手の絆|謀略家|柔能制剛|才腕の絆|老練闊達|陰陽道の絆|知将の絆|明敏の絆,世渡り上手の絆|謀略家|柔能制剛|才腕の絆|老練闊達|陰陽道の絆|知将の絆|明敏の絆,14401,6584,56,0,245,867,269,380,384,380,432,ステータス計算済み,"step117で8因縁130,908行を「陣形+配置英傑6人セット+発動因縁セット」で重複除外。同一組内は総合値最大の配置を代表として採用。",STEP117_SELECTED_MAX_TOTAL_FROM_STEP110_RECALCULATED_8INEN,step110で各陣形有効ラインから再計算済みの8因縁行を使用し、重複組では総合値最大の配置を残す,魚鱗||通常||8||小早川隆景(羽織)|島津日新斎|島津義久|毛利隆元|竹中半兵衛(知将)|豊臣秀吉||世渡り上手の絆|才腕の絆|明敏の絆|柔能制剛|知将の絆|老練闊達|謀略家|陰陽道の絆,,step117_8inen_dedup_max_total,23998,23998,step164_verified_normal8
step117_8_魚鱗_000007,STEP117_8INEN_DEDUP_MAX_TOTAL_RESULT,step110_8inen_full_130908_dedup_by_hero_set_bond_set_max_total,魚鱗,通常,8,島津義久|長尾景虎|明石全登|林崎甚助|徳川家康(東軍)|真田昌幸(吸血),島津義久|長尾景虎|明石全登|林崎甚助|徳川家康(東軍)|真田昌幸(吸血),明敏の絆|摂理探究|侍|老練闊達|才気煥発|世渡り上手の絆|謀略家|柔能制剛,明敏の絆|摂理探究|侍|老練闊達|才気煥発|世渡り上手の絆|謀略家|柔能制剛,14017,7851,229,33,112,852,306,141,142,138,147,ステータス計算済み,"step117で8因縁130,908行を「陣形+配置英傑6人セット+発動因縁セット」で重複除外。同一組内は総合値最大の配置を代表として採用。",STEP117_SELECTED_MAX_TOTAL_FROM_STEP110_RECALCULATED_8INEN,step110で各陣形有効ラインから再計算済みの8因縁行を使用し、重複組では総合値最大の配置を残す,魚鱗||通常||8||島津義久|徳川家康(東軍)|明石全登|林崎甚助|真田昌幸(吸血)|長尾景虎||世渡り上手の絆|侍|才気煥発|摂理探究|明敏の絆|柔能制剛|老練闊達|謀略家,,step117_8inen_dedup_max_total,23968,23968,step164_verified_normal8
step117_8_魚鱗_000008,STEP117_8INEN_DEDUP_MAX_TOTAL_RESULT,step110_8inen_full_130908_dedup_by_hero_set_bond_set_max_total,魚鱗,通常,8,島津義久|斎藤利三(神祇)|豊臣秀吉|島津日新斎|竹中半兵衛(知将)|小早川隆景(羽織),島津義久|斎藤利三(神祇)|豊臣秀吉|島津日新斎|竹中半兵衛(知将)|小早川隆景(羽織),世渡り上手の絆|謀略家|柔能制剛|才腕の絆|老練闊達|陰陽道の絆|知将の絆|明敏の絆,世渡り上手の絆|謀略家|柔能制剛|才腕の絆|老練闊達|陰陽道の絆|知将の絆|明敏の絆,14298,6512,56,0,236,863,260,380,384,380,432,ステータス計算済み,"step117で8因縁130,908行を「陣形+配置英傑6人セット+発動因縁セット」で重複除外。同一組内は総合値最大の配置を代表として採用。",STEP117_SELECTED_MAX_TOTAL_FROM_STEP110_RECALCULATED_8INEN,step110で各陣形有効ラインから再計算済みの8因縁行を使用し、重複組では総合値最大の配置を残す,魚鱗||通常||8||小早川隆景(羽織)|島津日新斎|島津義久|斎藤利三(神祇)|竹中半兵衛(知将)|豊臣秀吉||世渡り上手の絆|才腕の絆|明敏の絆|柔能制剛|知将の絆|老練闊達|謀略家|陰陽道の絆,,step117_8inen_dedup_max_total,23801,23801,step164_verified_normal8
step117_8_魚鱗_000009,STEP117_8INEN_DEDUP_MAX_TOTAL_RESULT,step110_8inen_full_130908_dedup_by_hero_set_bond_set_max_total,魚鱗,通常,8,毛利隆元|堀秀政|林崎甚助|明石全登|豊臣秀吉|斎藤利三(神祇),毛利隆元|堀秀政|林崎甚助|明石全登|豊臣秀吉|斎藤利三(神祇),巧言令色|侍|老練闊達|才気煥発|世渡り上手の絆|才腕の絆|謀略家|柔能制剛,巧言令色|侍|老練闊達|才気煥発|世渡り上手の絆|才腕の絆|謀略家|柔能制剛,14696,6700,171,96,246,615,469,168,183,184,177,ステータス計算済み,"step117で8因縁130,908行を「陣形+配置英傑6人セット+発動因縁セット」で重複除外。同一組内は総合値最大の配置を代表として採用。",STEP117_SELECTED_MAX_TOTAL_FROM_STEP110_RECALCULATED_8INEN,step110で各陣形有効ラインから再計算済みの8因縁行を使用し、重複組では総合値最大の配置を残す,魚鱗||通常||8||堀秀政|斎藤利三(神祇)|明石全登|林崎甚助|毛利隆元|豊臣秀吉||世渡り上手の絆|侍|巧言令色|才気煥発|才腕の絆|柔能制剛|老練闊達|謀略家,,step117_8inen_dedup_max_total,23705,23705,step164_verified_normal8
step117_8_魚鱗_000010,STEP117_8INEN_DEDUP_MAX_TOTAL_RESULT,step110_8inen_full_130908_dedup_by_hero_set_bond_set_max_total,魚鱗,通常,8,島津義久|真田昌幸(吸血)|豊臣秀吉|島津日新斎|竹中半兵衛(知将)|小早川隆景(羽織),島津義久|真田昌幸(吸血)|豊臣秀吉|島津日新斎|竹中半兵衛(知将)|小早川隆景(羽織),世渡り上手の絆|謀略家|柔能制剛|才腕の絆|老練闊達|陰陽道の絆|知将の絆|明敏の絆,世渡り上手の絆|謀略家|柔能制剛|才腕の絆|老練闊達|陰陽道の絆|知将の絆|明敏の絆,14263,6400,56,0,243,863,255,380,384,380,432,ステータス計算済み,"step117で8因縁130,908行を「陣形+配置英傑6人セット+発動因縁セット」で重複除外。同一組内は総合値最大の配置を代表として採用。",STEP117_SELECTED_MAX_TOTAL_FROM_STEP110_RECALCULATED_8INEN,step110で各陣形有効ラインから再計算済みの8因縁行を使用し、重複組では総合値最大の配置を残す,魚鱗||通常||8||小早川隆景(羽織)|島津日新斎|島津義久|真田昌幸(吸血)|竹中半兵衛(知将)|豊臣秀吉||世渡り上手の絆|才腕の絆|明敏の絆|柔能制剛|知将の絆|老練闊達|謀略家|陰陽道の絆,,step117_8inen_dedup_max_total,23656,23656,step164_verified_normal8
step117_8_魚鱗_000011,STEP117_8INEN_DEDUP_MAX_TOTAL_RESULT,step110_8inen_full_130908_dedup_by_hero_set_bond_set_max_total,魚鱗,通常,8,島津義久|毛利隆元|豊臣秀吉|島津日新斎|竹中半兵衛(知将)|竹中半兵衛,島津義久|毛利隆元|豊臣秀吉|島津日新斎|竹中半兵衛(知将)|竹中半兵衛,世渡り上手の絆|謀略家|柔能制剛|才腕の絆|老練闊達|陰陽道の絆|知将の絆|明敏の絆,世渡り上手の絆|謀略家|柔能制剛|才腕の絆|老練闊達|陰陽道の絆|知将の絆|明敏の絆,14036,6614,56,0,245,859,267,367,352,350,449,ステータス計算済み,"step117で8因縁130,908行を「陣形+配置英傑6人セット+発動因縁セット」で重複除外。同一組内は総合値最大の配置を代表として採用。",STEP117_SELECTED_MAX_TOTAL_FROM_STEP110_RECALCULATED_8INEN,step110で各陣形有効ラインから再計算済みの8因縁行を使用し、重複組では総合値最大の配置を残す,魚鱗||通常||8||島津日新斎|島津義久|毛利隆元|竹中半兵衛|竹中半兵衛(知将)|豊臣秀吉||世渡り上手の絆|才腕の絆|明敏の絆|柔能制剛|知将の絆|老練闊達|謀略家|陰陽道の絆,,step117_8inen_dedup_max_total,23595,23595,step164_verified_normal8
step117_8_魚鱗_000012,STEP117_8INEN_DEDUP_MAX_TOTAL_RESULT,step110_8inen_full_130908_dedup_by_hero_set_bond_set_max_total,魚鱗,通常,8,武田晴信|甲斐姫(鷹爪)|山中鹿之介|村上義清|長野業正|愛姫(起源),武田晴信|甲斐姫(鷹爪)|山中鹿之介|村上義清|長野業正|愛姫(起源),侍|意気衝天|猛将の絆|根性の絆|泰然自若|勇猛果敢|健康第一|老練闊達,侍|意気衝天|猛将の絆|根性の絆|泰然自若|勇猛果敢|健康第一|老練闊達,14022,7255,517,372,205,221,121,198,213,229,200,ステータス計算済み,"step117で8因縁130,908行を「陣形+配置英傑6人セット+発動因縁セット」で重複除外。同一組内は総合値最大の配置を代表として採用。",STEP117_SELECTED_MAX_TOTAL_FROM_STEP110_RECALCULATED_8INEN,step110で各陣形有効ラインから再計算済みの8因縁行を使用し、重複組では総合値最大の配置を残す,魚鱗||通常||8||山中鹿之介|愛姫(起源)|村上義清|武田晴信|甲斐姫(鷹爪)|長野業正||侍|健康第一|勇猛果敢|意気衝天|根性の絆|泰然自若|猛将の絆|老練闊達,,step117_8inen_dedup_max_total,23553,23553,step164_verified_normal8
step117_8_魚鱗_000013,STEP117_8INEN_DEDUP_MAX_TOTAL_RESULT,step110_8inen_full_130908_dedup_by_hero_set_bond_set_max_total,魚鱗,通常,8,武田晴信|甲斐姫(鷹爪)|山中鹿之介|村上義清|長野業正|高台院,武田晴信|甲斐姫(鷹爪)|山中鹿之介|村上義清|長野業正|高台院,侍|意気衝天|猛将の絆|根性の絆|泰然自若|勇猛果敢|健康第一|老練闊達,侍|意気衝天|猛将の絆|根性の絆|泰然自若|勇猛果敢|健康第一|老練闊達,14024,7229,504,371,205,225,121,198,213,229,200,ステータス計算済み,"step117で8因縁130,908行を「陣形+配置英傑6人セット+発動因縁セット」で重複除外。同一組内は総合値最大の配置を代表として採用。",STEP117_SELECTED_MAX_TOTAL_FROM_STEP110_RECALCULATED_8INEN,step110で各陣形有効ラインから再計算済みの8因縁行を使用し、重複組では総合値最大の配置を残す,魚鱗||通常||8||山中鹿之介|村上義清|武田晴信|甲斐姫(鷹爪)|長野業正|高台院||侍|健康第一|勇猛果敢|意気衝天|根性の絆|泰然自若|猛将の絆|老練闊達,,step117_8inen_dedup_max_total,23519,23519,step164_verified_normal8
step117_8_魚鱗_000014,STEP117_8INEN_DEDUP_MAX_TOTAL_RESULT,step110_8inen_full_130908_dedup_by_hero_set_bond_set_max_total,魚鱗,通常,8,毛利隆元|黒田官兵衛|林崎甚助|明石全登|豊臣秀吉|斎藤利三(神祇),毛利隆元|黒田官兵衛|林崎甚助|明石全登|豊臣秀吉|斎藤利三(神祇),巧言令色|侍|老練闊達|才気煥発|世渡り上手の絆|才腕の絆|謀略家|柔能制剛,巧言令色|侍|老練闊達|才気煥発|世渡り上手の絆|才腕の絆|謀略家|柔能制剛,14579,6606,171,91,246,615,450,168,183,184,177,ステータス計算済み,"step117で8因縁130,908行を「陣形+配置英傑6人セット+発動因縁セット」で重複除外。同一組内は総合値最大の配置を代表として採用。",STEP117_SELECTED_MAX_TOTAL_FROM_STEP110_RECALCULATED_8INEN,step110で各陣形有効ラインから再計算済みの8因縁行を使用し、重複組では総合値最大の配置を残す,魚鱗||通常||8||斎藤利三(神祇)|明石全登|林崎甚助|毛利隆元|豊臣秀吉|黒田官兵衛||世渡り上手の絆|侍|巧言令色|才気煥発|才腕の絆|柔能制剛|老練闊達|謀略家,,step117_8inen_dedup_max_total,23470,23470,step164_verified_normal8
step117_8_魚鱗_000015,STEP117_8INEN_DEDUP_MAX_TOTAL_RESULT,step110_8inen_full_130908_dedup_by_hero_set_bond_set_max_total,魚鱗,通常,8,毛利隆元|今川義元|林崎甚助|明石全登|豊臣秀吉|斎藤利三(神祇),毛利隆元|今川義元|林崎甚助|明石全登|豊臣秀吉|斎藤利三(神祇),巧言令色|侍|老練闊達|才気煥発|世渡り上手の絆|才腕の絆|謀略家|柔能制剛,巧言令色|侍|老練闊達|才気煥発|世渡り上手の絆|才腕の絆|謀略家|柔能制剛,14542,6601,171,93,246,615,466,168,183,184,177,ステータス計算済み,"step117で8因縁130,908行を「陣形+配置英傑6人セット+発動因縁セット」で重複除外。同一組内は総合値最大の配置を代表として採用。",STEP117_SELECTED_MAX_TOTAL_FROM_STEP110_RECALCULATED_8INEN,step110で各陣形有効ラインから再計算済みの8因縁行を使用し、重複組では総合値最大の配置を残す,魚鱗||通常||8||今川義元|斎藤利三(神祇)|明石全登|林崎甚助|毛利隆元|豊臣秀吉||世渡り上手の絆|侍|巧言令色|才気煥発|才腕の絆|柔能制剛|老練闊達|謀略家,,step117_8inen_dedup_max_total,23446,23446,step164_verified_normal8
