result_id,陣形,bond_count,配置1,配置2,配置3,配置4,配置5,配置6,配置ID1,配置ID2,配置ID3,配置ID4,配置ID5,配置ID6,発動因縁,有効ライン1,有効ライン1因縁,有効ライン2,有効ライン2因縁,有効ライン3,有効ライン3因縁,重複除外キー,生命,気合,腕力,耐久力,器用さ,知力,魅力,土属性,水属性,火属性,風属性,総合値,total_score,stat_status,calc_source
G3_REBUILD56_DEDUP_6_0002506,魚鱗,6,十河一存,黒百合,山県昌景,薄田兼相,柴田勝家,北条綱成,EIK_0039,EIK_0032,EIK_0291,EIK_0005,EIK_0294,EIK_0354,侍|武芸の絆|剣豪の絆|豪傑|意気衝天|意気軒昂,1-2-3,豪傑|意気衝天,3-4-5,侍|剣豪の絆|意気軒昂,5-6-1,武芸の絆,魚鱗||等級3以下ON||6||EIK_0005|EIK_0032|EIK_0039|EIK_0291|EIK_0294|EIK_0354,6685,2294,544,77,238,39,79,0,0,0,0,9956,9956,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002507,魚鱗,6,十河一存,小雀,山県昌景,薄田兼相,柴田勝家,本多忠勝,EIK_0039,EIK_0365,EIK_0291,EIK_0005,EIK_0294,EIK_0181,侍|武芸の絆|剣豪の絆|豪傑|意気衝天|意気軒昂,1-2-3,侍|豪傑|意気衝天,3-4-5,侍|剣豪の絆|意気軒昂,5-6-1,武芸の絆,魚鱗||等級3以下ON||6||EIK_0005|EIK_0039|EIK_0181|EIK_0291|EIK_0294|EIK_0365,6714,2281,529,75,240,37,77,0,0,0,0,9953,9953,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002508,魚鱗,6,十河一存,本多忠勝,御子神典膳,柴田勝家,山県昌景,小雀,EIK_0039,EIK_0181,EIK_0045,EIK_0294,EIK_0291,EIK_0365,侍|武芸の絆|剣豪の絆|豪傑|意気衝天|意気軒昂,1-2-3,武芸の絆,3-4-5,剣豪の絆|意気軒昂,5-6-1,侍|豪傑|意気衝天,魚鱗||等級3以下ON||6||EIK_0039|EIK_0045|EIK_0181|EIK_0291|EIK_0294|EIK_0365,6678,2290,539,70,250,36,88,0,0,0,0,9951,9951,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002509,魚鱗,6,薄田兼相,山県昌景,柴田勝家,妙玖,上杉景勝,支倉常長,EIK_0005,EIK_0291,EIK_0294,EIK_0097,EIK_0344,EIK_0038,侍|武士道の絆|剣豪の絆|王佐之才|衣鉢相伝|意気軒昂,1-2-3,侍|剣豪の絆|意気軒昂,3-4-5,王佐之才|衣鉢相伝,5-6-1,武士道の絆,魚鱗||等級3以下ON||6||EIK_0005|EIK_0038|EIK_0097|EIK_0291|EIK_0294|EIK_0344,6767,2109,350,213,121,0,256,33,33,32,33,9947,9947,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002510,魚鱗,6,十河一存,塩屋秋貞,長野業正,上杉憲政,小松姫,真柄直隆,EIK_0039,EIK_0359,EIK_0103,EIK_0014,EIK_0297,EIK_0132,侍|武芸の絆|もののふ|豪傑|老練闊達|勇猛果敢,1-2-3,侍|もののふ,3-4-5,老練闊達|勇猛果敢,5-6-1,武芸の絆|豪傑,魚鱗||等級3以下ON||6||EIK_0014|EIK_0039|EIK_0103|EIK_0132|EIK_0297|EIK_0359,6795,2146,590,135,212,37,32,0,0,0,0,9947,9947,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002511,魚鱗,6,薄田兼相,山県昌景,柴田勝家,妙玖,伊達実元,支倉常長,EIK_0005,EIK_0291,EIK_0294,EIK_0097,EIK_0329,EIK_0038,侍|武士道の絆|剣豪の絆|王佐之才|衣鉢相伝|意気軒昂,1-2-3,侍|剣豪の絆|意気軒昂,3-4-5,王佐之才|衣鉢相伝,5-6-1,武士道の絆,魚鱗||等級3以下ON||6||EIK_0005|EIK_0038|EIK_0097|EIK_0291|EIK_0294|EIK_0329,6767,2109,350,210,121,0,256,33,33,32,32,9943,9943,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002512,魚鱗,6,十河一存,小雀,山県昌景,薄田兼相,柴田勝家,伊達成実,EIK_0039,EIK_0365,EIK_0291,EIK_0005,EIK_0294,EIK_0268,侍|武芸の絆|剣豪の絆|豪傑|意気衝天|意気軒昂,1-2-3,侍|豪傑|意気衝天,3-4-5,侍|剣豪の絆|意気軒昂,5-6-1,武芸の絆,魚鱗||等級3以下ON||6||EIK_0005|EIK_0039|EIK_0268|EIK_0291|EIK_0294|EIK_0365,6714,2244,547,79,244,37,77,0,0,0,0,9942,9942,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002513,魚鱗,6,伊賀崎道順,本願寺実悟,甲斐姫,十河一存,山県昌景,下間頼廉,EIK_0076,EIK_0355,EIK_0112,EIK_0039,EIK_0291,EIK_0360,侍|豪傑|奇襲|籠城名手|能鷹隠爪|意気衝天,1-2-3,籠城名手|能鷹隠爪,3-4-5,侍|豪傑|意気衝天,5-6-1,奇襲,魚鱗||等級3以下ON||6||EIK_0039|EIK_0076|EIK_0112|EIK_0291|EIK_0355|EIK_0360,6679,2333,191,178,213,125,116,26,26,28,26,9941,9941,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002514,魚鱗,6,十河一存,伊達成実,御子神典膳,柴田勝家,山県昌景,小雀,EIK_0039,EIK_0268,EIK_0045,EIK_0294,EIK_0291,EIK_0365,侍|武芸の絆|剣豪の絆|豪傑|意気衝天|意気軒昂,1-2-3,武芸の絆,3-4-5,剣豪の絆|意気軒昂,5-6-1,侍|豪傑|意気衝天,魚鱗||等級3以下ON||6||EIK_0039|EIK_0045|EIK_0268|EIK_0291|EIK_0294|EIK_0365,6678,2252,557,72,255,36,88,0,0,0,0,9938,9938,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002515,魚鱗,6,十河一存,蛍,山県昌景,薄田兼相,柴田勝家,遠藤直経,EIK_0039,EIK_0333,EIK_0291,EIK_0005,EIK_0294,EIK_0271,侍|剣豪の絆|豪傑|一気呵成|意気衝天|意気軒昂,1-2-3,豪傑|意気衝天,3-4-5,侍|剣豪の絆|意気軒昂,5-6-1,一気呵成,魚鱗||等級3以下ON||6||EIK_0005|EIK_0039|EIK_0271|EIK_0291|EIK_0294|EIK_0333,6637,2223,622,34,260,38,119,0,0,0,0,9933,9933,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002516,魚鱗,6,上杉憲政,光教寺顕誓,願証寺証恵,稲葉一鉄,小山田信茂,竹中重門,EIK_0014,EIK_0283,EIK_0278,EIK_0036,EIK_0364,EIK_0100,僧兵の絆|野心家の絆|神仏の徒の絆|才気煥発|勇猛果敢|雄材大略,1-2-3,僧兵の絆|神仏の徒の絆,3-4-5,勇猛果敢|雄材大略,5-6-1,野心家の絆|才気煥発,魚鱗||等級3以下ON||6||EIK_0014|EIK_0036|EIK_0100|EIK_0278|EIK_0283|EIK_0364,6533,2438,149,60,63,401,139,37,37,35,36,9928,9928,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002517,魚鱗,6,渡辺守綱,塩屋秋貞,長野業正,上杉憲政,小松姫,真柄直隆,EIK_0090,EIK_0359,EIK_0103,EIK_0014,EIK_0297,EIK_0132,侍|武芸の絆|戦場の華|老練闊達|泰然自若|勇猛果敢,1-2-3,侍|泰然自若,3-4-5,老練闊達|勇猛果敢,5-6-1,武芸の絆|戦場の華,魚鱗||等級3以下ON||6||EIK_0014|EIK_0090|EIK_0103|EIK_0132|EIK_0297|EIK_0359,7124,1641,398,206,134,77,199,36,37,36,39,9927,9927,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002518,魚鱗,6,十河一存,甲斐姫,山県昌景,塩屋秋貞,北条氏照,朝倉景隆,EIK_0039,EIK_0112,EIK_0291,EIK_0359,EIK_0321,EIK_0309,侍|軍学の絆|勇将の絆|もののふ|豪傑|意気衝天,1-2-3,侍|豪傑|意気衝天,3-4-5,軍学の絆|勇将の絆,5-6-1,もののふ,魚鱗||等級3以下ON||6||EIK_0039|EIK_0112|EIK_0291|EIK_0309|EIK_0321|EIK_0359,6764,2327,294,222,126,103,88,0,0,0,0,9924,9924,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002519,魚鱗,6,伊賀崎道順,本願寺実悟,甲斐姫,十河一存,山県昌景,石川五右衛門,EIK_0076,EIK_0355,EIK_0112,EIK_0039,EIK_0291,EIK_0368,侍|豪傑|奇襲|籠城名手|能鷹隠爪|意気衝天,1-2-3,籠城名手|能鷹隠爪,3-4-5,侍|豪傑|意気衝天,5-6-1,奇襲,魚鱗||等級3以下ON||6||EIK_0039|EIK_0076|EIK_0112|EIK_0291|EIK_0355|EIK_0368,6682,2323,177,174,212,129,116,26,26,29,26,9920,9920,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002520,魚鱗,6,十河一存,甲斐姫,山県昌景,塩屋秋貞,北条氏照,朝倉景紀,EIK_0039,EIK_0112,EIK_0291,EIK_0359,EIK_0321,EIK_0307,侍|軍学の絆|勇将の絆|もののふ|豪傑|意気衝天,1-2-3,侍|豪傑|意気衝天,3-4-5,軍学の絆|勇将の絆,5-6-1,もののふ,魚鱗||等級3以下ON||6||EIK_0039|EIK_0112|EIK_0291|EIK_0307|EIK_0321|EIK_0359,6757,2303,325,216,128,101,88,0,0,0,0,9918,9918,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002521,魚鱗,6,十河一存,小雀,山県昌景,御子神典膳,柴田勝家,甲山太郎次郎,EIK_0039,EIK_0365,EIK_0291,EIK_0045,EIK_0294,EIK_0336,侍|剣豪の絆|豪傑|一気呵成|意気衝天|意気軒昂,1-2-3,侍|豪傑|意気衝天,3-4-5,剣豪の絆|意気軒昂,5-6-1,一気呵成,魚鱗||等級3以下ON||6||EIK_0039|EIK_0045|EIK_0291|EIK_0294|EIK_0336|EIK_0365,6621,2225,620,29,247,35,133,0,0,0,0,9910,9910,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002522,魚鱗,6,十河一存,大祝鶴,山県昌景,塩屋秋貞,北条氏照,岡部元信,EIK_0039,EIK_0109,EIK_0291,EIK_0359,EIK_0321,EIK_0272,侍|軍学の絆|勇将の絆|もののふ|豪傑|意気衝天,1-2-3,豪傑|意気衝天,3-4-5,軍学の絆|勇将の絆,5-6-1,侍|もののふ,魚鱗||等級3以下ON||6||EIK_0039|EIK_0109|EIK_0272|EIK_0291|EIK_0321|EIK_0359,6629,2396,372,201,122,97,89,0,0,0,0,9906,9906,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002523,魚鱗,6,十河一存,蛍,山県昌景,薄田兼相,柴田勝家,本庄繁長,EIK_0039,EIK_0333,EIK_0291,EIK_0005,EIK_0294,EIK_0153,侍|武芸の絆|剣豪の絆|豪傑|意気衝天|意気軒昂,1-2-3,豪傑|意気衝天,3-4-5,侍|剣豪の絆|意気軒昂,5-6-1,武芸の絆,魚鱗||等級3以下ON||6||EIK_0005|EIK_0039|EIK_0153|EIK_0291|EIK_0294|EIK_0333,6519,2420,523,80,244,39,78,0,0,0,0,9903,9903,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002524,魚鱗,6,十河一存,小雀,山県昌景,薄田兼相,柴田勝家,甲山太郎次郎,EIK_0039,EIK_0365,EIK_0291,EIK_0005,EIK_0294,EIK_0336,侍|剣豪の絆|豪傑|一気呵成|意気衝天|意気軒昂,1-2-3,侍|豪傑|意気衝天,3-4-5,侍|剣豪の絆|意気軒昂,5-6-1,一気呵成,魚鱗||等級3以下ON||6||EIK_0005|EIK_0039|EIK_0291|EIK_0294|EIK_0336|EIK_0365,6656,2216,608,33,237,36,117,0,0,0,0,9903,9903,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002525,魚鱗,6,十河一存,蛍,山県昌景,薄田兼相,柴田勝家,出浦盛清,EIK_0039,EIK_0333,EIK_0291,EIK_0005,EIK_0294,EIK_0296,侍|剣豪の絆|豪傑|一気呵成|意気衝天|意気軒昂,1-2-3,豪傑|意気衝天,3-4-5,侍|剣豪の絆|意気軒昂,5-6-1,一気呵成,魚鱗||等級3以下ON||6||EIK_0005|EIK_0039|EIK_0291|EIK_0294|EIK_0296|EIK_0333,6567,2223,656,34,264,37,119,0,0,0,0,9900,9900,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002526,魚鱗,6,十河一存,蛍,山県昌景,薄田兼相,柴田勝家,窯隠れの才蔵,EIK_0039,EIK_0333,EIK_0291,EIK_0005,EIK_0294,EIK_0326,侍|剣豪の絆|豪傑|一気呵成|意気衝天|意気軒昂,1-2-3,豪傑|意気衝天,3-4-5,侍|剣豪の絆|意気軒昂,5-6-1,一気呵成,魚鱗||等級3以下ON||6||EIK_0005|EIK_0039|EIK_0291|EIK_0294|EIK_0326|EIK_0333,6643,2237,581,33,237,40,119,0,0,0,0,9890,9890,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002527,魚鱗,6,香宗我部親泰,雨森弥兵衛,豊臣秀次,武田信繁,小西行長,伊奈忠次,EIK_0087,EIK_0269,EIK_0091,EIK_0059,EIK_0158,EIK_0043,薬師|立役者|技巧伝承|知勇兼備|柔能制剛|摂理探究,1-2-3,知勇兼備|柔能制剛,3-4-5,薬師|立役者,5-6-1,技巧伝承|摂理探究,魚鱗||等級3以下ON||6||EIK_0043|EIK_0059|EIK_0087|EIK_0091|EIK_0158|EIK_0269,6821,1166,62,58,189,372,254,259,257,232,218,9888,9888,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002528,魚鱗,6,十河一存,蛍,山県昌景,薄田兼相,柴田勝家,滝川一益,EIK_0039,EIK_0333,EIK_0291,EIK_0005,EIK_0294,EIK_0304,侍|剣豪の絆|豪傑|一気呵成|意気衝天|意気軒昂,1-2-3,豪傑|意気衝天,3-4-5,侍|剣豪の絆|意気軒昂,5-6-1,一気呵成,魚鱗||等級3以下ON||6||EIK_0005|EIK_0039|EIK_0291|EIK_0294|EIK_0304|EIK_0333,6573,2220,639,34,265,38,118,0,0,0,0,9887,9887,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002529,魚鱗,6,十河一存,甲斐姫,山県昌景,塩屋秋貞,北条氏照,馬場信春,EIK_0039,EIK_0112,EIK_0291,EIK_0359,EIK_0321,EIK_0315,侍|軍学の絆|勇将の絆|もののふ|豪傑|意気衝天,1-2-3,侍|豪傑|意気衝天,3-4-5,軍学の絆|勇将の絆,5-6-1,もののふ,魚鱗||等級3以下ON||6||EIK_0039|EIK_0112|EIK_0291|EIK_0315|EIK_0321|EIK_0359,6722,2303,330,216,121,105,90,0,0,0,0,9887,9887,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002530,魚鱗,6,上杉憲政,稲葉一鉄,海北綱親,新庄直頼,朝倉景鏡,竹中重門,EIK_0014,EIK_0036,EIK_0274,EIK_0345,EIK_0308,EIK_0100,僧兵の絆|野心家の絆|謀略家|才気煥発|柔能制剛|摂理探究,1-2-3,僧兵の絆|摂理探究,3-4-5,謀略家|柔能制剛,5-6-1,野心家の絆|才気煥発,魚鱗||等級3以下ON||6||EIK_0014|EIK_0036|EIK_0100|EIK_0274|EIK_0308|EIK_0345,6792,1832,152,64,62,472,48,119,113,108,121,9883,9883,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002531,魚鱗,6,支倉常長,願証寺証恵,香宗我部親泰,真田信尹,北条高広,甲斐姫,EIK_0038,EIK_0278,EIK_0087,EIK_0347,EIK_0319,EIK_0112,侍|武士道の絆|立役者|謀略家|雄材大略|摂理探究,1-2-3,立役者|摂理探究,3-4-5,侍|謀略家,5-6-1,武士道の絆|雄材大略,魚鱗||等級3以下ON||6||EIK_0038|EIK_0087|EIK_0112|EIK_0278|EIK_0319|EIK_0347,6746,1810,180,88,0,331,143,148,153,135,144,9878,9878,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002532,魚鱗,6,十河一存,甲斐姫,山県昌景,塩屋秋貞,北条氏照,佐久間信盛,EIK_0039,EIK_0112,EIK_0291,EIK_0359,EIK_0321,EIK_0340,侍|軍学の絆|勇将の絆|もののふ|豪傑|意気衝天,1-2-3,侍|豪傑|意気衝天,3-4-5,軍学の絆|勇将の絆,5-6-1,もののふ,魚鱗||等級3以下ON||6||EIK_0039|EIK_0112|EIK_0291|EIK_0321|EIK_0340|EIK_0359,6738,2303,297,223,125,104,88,0,0,0,0,9878,9878,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002533,魚鱗,6,十河一存,甲斐姫,山県昌景,塩屋秋貞,北条氏照,色部勝長,EIK_0039,EIK_0112,EIK_0291,EIK_0359,EIK_0321,EIK_0298,侍|軍学の絆|勇将の絆|もののふ|豪傑|意気衝天,1-2-3,侍|豪傑|意気衝天,3-4-5,軍学の絆|勇将の絆,5-6-1,もののふ,魚鱗||等級3以下ON||6||EIK_0039|EIK_0112|EIK_0291|EIK_0298|EIK_0321|EIK_0359,6718,2278,353,218,124,98,87,0,0,0,0,9876,9876,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002534,魚鱗,6,十河一存,小雀,山県昌景,薄田兼相,柴田勝家,小松姫,EIK_0039,EIK_0365,EIK_0291,EIK_0005,EIK_0294,EIK_0297,侍|武芸の絆|剣豪の絆|豪傑|意気衝天|意気軒昂,1-2-3,侍|豪傑|意気衝天,3-4-5,侍|剣豪の絆|意気軒昂,5-6-1,武芸の絆|豪傑,魚鱗||等級3以下ON||6||EIK_0005|EIK_0039|EIK_0291|EIK_0294|EIK_0297|EIK_0365,6609,2281,547,79,240,38,81,0,0,0,0,9875,9875,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002535,魚鱗,6,十河一存,甲斐姫,山県昌景,塩屋秋貞,北条氏照,井伊直政,EIK_0039,EIK_0112,EIK_0291,EIK_0359,EIK_0321,EIK_0041,侍|軍学の絆|勇将の絆|もののふ|豪傑|意気衝天,1-2-3,侍|豪傑|意気衝天,3-4-5,軍学の絆|勇将の絆,5-6-1,もののふ,魚鱗||等級3以下ON||6||EIK_0039|EIK_0041|EIK_0112|EIK_0291|EIK_0321|EIK_0359,6718,2278,346,218,126,98,87,0,0,0,0,9871,9871,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002536,魚鱗,6,十河一存,小松姫,御子神典膳,柴田勝家,山県昌景,小雀,EIK_0039,EIK_0297,EIK_0045,EIK_0294,EIK_0291,EIK_0365,侍|武芸の絆|剣豪の絆|豪傑|意気衝天|意気軒昂,1-2-3,武芸の絆|豪傑,3-4-5,剣豪の絆|意気軒昂,5-6-1,侍|豪傑|意気衝天,魚鱗||等級3以下ON||6||EIK_0039|EIK_0045|EIK_0291|EIK_0294|EIK_0297|EIK_0365,6573,2290,557,72,250,37,92,0,0,0,0,9871,9871,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002537,魚鱗,6,十河一存,甲斐姫,山県昌景,塩屋秋貞,北条氏照,本多忠勝,EIK_0039,EIK_0112,EIK_0291,EIK_0359,EIK_0321,EIK_0181,侍|軍学の絆|勇将の絆|もののふ|豪傑|意気衝天,1-2-3,侍|豪傑|意気衝天,3-4-5,軍学の絆|勇将の絆,5-6-1,もののふ,魚鱗||等級3以下ON||6||EIK_0039|EIK_0112|EIK_0181|EIK_0291|EIK_0321|EIK_0359,6718,2278,338,212,128,98,87,0,0,0,0,9859,9859,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002538,魚鱗,6,十河一存,甲斐姫,山県昌景,塩屋秋貞,北条氏照,安藤守就,EIK_0039,EIK_0112,EIK_0291,EIK_0359,EIK_0321,EIK_0267,侍|軍学の絆|勇将の絆|もののふ|豪傑|意気衝天,1-2-3,侍|豪傑|意気衝天,3-4-5,軍学の絆|勇将の絆,5-6-1,もののふ,魚鱗||等級3以下ON||6||EIK_0039|EIK_0112|EIK_0267|EIK_0291|EIK_0321|EIK_0359,6673,2336,293,211,124,110,89,0,0,0,0,9836,9836,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002539,魚鱗,6,十河一存,蛍,山県昌景,薄田兼相,柴田勝家,北条氏邦,EIK_0039,EIK_0333,EIK_0291,EIK_0005,EIK_0294,EIK_0040,侍|武芸の絆|剣豪の絆|豪傑|意気衝天|意気軒昂,1-2-3,豪傑|意気衝天,3-4-5,侍|剣豪の絆|意気軒昂,5-6-1,武芸の絆,魚鱗||等級3以下ON||6||EIK_0005|EIK_0039|EIK_0040|EIK_0291|EIK_0294|EIK_0333,6614,2241,546,77,243,37,77,0,0,0,0,9835,9835,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002540,魚鱗,6,十河一存,小松姫,山県昌景,薄田兼相,柴田勝家,石川五右衛門,EIK_0039,EIK_0297,EIK_0291,EIK_0005,EIK_0294,EIK_0368,侍|剣豪の絆|豪傑|一気呵成|意気衝天|意気軒昂,1-2-3,豪傑|意気衝天,3-4-5,侍|剣豪の絆|意気軒昂,5-6-1,一気呵成,魚鱗||等級3以下ON||6||EIK_0005|EIK_0039|EIK_0291|EIK_0294|EIK_0297|EIK_0368,6531,2256,618,33,231,40,123,0,0,0,0,9832,9832,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002541,魚鱗,6,十河一存,蛍,山県昌景,薄田兼相,柴田勝家,三好義賢,EIK_0039,EIK_0333,EIK_0291,EIK_0005,EIK_0294,EIK_0289,侍|武芸の絆|剣豪の絆|豪傑|意気衝天|意気軒昂,1-2-3,豪傑|意気衝天,3-4-5,侍|剣豪の絆|意気軒昂,5-6-1,武芸の絆,魚鱗||等級3以下ON||6||EIK_0005|EIK_0039|EIK_0289|EIK_0291|EIK_0294|EIK_0333,6614,2241,541,78,243,37,77,0,0,0,0,9831,9831,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002542,魚鱗,6,十河一存,蛍,山県昌景,薄田兼相,柴田勝家,色部勝長,EIK_0039,EIK_0333,EIK_0291,EIK_0005,EIK_0294,EIK_0298,侍|武芸の絆|剣豪の絆|豪傑|意気衝天|意気軒昂,1-2-3,豪傑|意気衝天,3-4-5,侍|剣豪の絆|意気軒昂,5-6-1,武芸の絆,魚鱗||等級3以下ON||6||EIK_0005|EIK_0039|EIK_0291|EIK_0294|EIK_0298|EIK_0333,6614,2241,548,78,235,37,77,0,0,0,0,9830,9830,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002543,魚鱗,6,十河一存,甲斐姫,山県昌景,塩屋秋貞,北条氏照,稲葉一鉄,EIK_0039,EIK_0112,EIK_0291,EIK_0359,EIK_0321,EIK_0036,侍|軍学の絆|勇将の絆|もののふ|豪傑|意気衝天,1-2-3,侍|豪傑|意気衝天,3-4-5,軍学の絆|勇将の絆,5-6-1,もののふ,魚鱗||等級3以下ON||6||EIK_0036|EIK_0039|EIK_0112|EIK_0291|EIK_0321|EIK_0359,6695,2274,326,222,126,101,85,0,0,0,0,9829,9829,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002544,魚鱗,6,薄田兼相,山県昌景,柴田勝家,妙玖,上杉景勝,小雀,EIK_0005,EIK_0291,EIK_0294,EIK_0097,EIK_0344,EIK_0365,侍|武士道の絆|剣豪の絆|王佐之才|衣鉢相伝|意気軒昂,1-2-3,侍|剣豪の絆|意気軒昂,3-4-5,王佐之才|衣鉢相伝,5-6-1,武士道の絆,魚鱗||等級3以下ON||6||EIK_0005|EIK_0097|EIK_0291|EIK_0294|EIK_0344|EIK_0365,6842,1983,303,205,115,0,254,32,31,31,31,9827,9827,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
G3_REBUILD56_DEDUP_6_0002545,魚鱗,6,十河一存,小雀,山県昌景,御子神典膳,柴田勝家,来福寺左京,EIK_0039,EIK_0365,EIK_0291,EIK_0045,EIK_0294,EIK_0356,侍|剣豪の絆|豪傑|一気呵成|意気衝天|意気軒昂,1-2-3,侍|豪傑|意気衝天,3-4-5,剣豪の絆|意気軒昂,5-6-1,一気呵成,魚鱗||等級3以下ON||6||EIK_0039|EIK_0045|EIK_0291|EIK_0294|EIK_0356|EIK_0365,6549,2227,601,30,251,36,133,0,0,0,0,9827,9827,ステータス計算済み,GRADE3_5_6_REBUILD_LINE3_RULE_SAME6_DEDUP_20260628
